cliente_id,idade,tipo_contrato,forma_pagamento,estado_civil,mensalidade_reais,uso_dados_gb,tempo_contrato_meses,chamadas_suporte_12m,reclamacoes_anatel,ruido_sinal_db,codigo_sorteio_promocional,ip_ultimo_acesso_hash,cancelou_plano
CLI-15495,24.7,mensal,Pix,Solteiro,164.74,11.1,18,1,0,-17.11,1819,IP-44F18,1
CLI-15496,38.5,Anual,Boleto,Solteiro,42.42,112.7,20,0,0,-19.04,4505,IP-E753C,0
CLI-15497,32.2,Anual,Pix,Divorciado,153.06,14.7,5,1,0,-9.3,5905,IP-514EA,1
CLI-15498,13.7, Mensal ,Pix,Casado,90.98,22.3,62,0,0,1.61,4185,IP-5C9C4,0
CLI-15499,59.2, Mensal ,Debito_Automatico,Solteiro,111.29,24.6,12,3,1,9.14,9215,IP-E178E,1
CLI-15500,48.4,Anual,Debito_Automatico,Solteiro,131.11,20.2,30,1,0,-43.85,1389,IP-1D9EE,1
CLI-15501,46.4,mensal,Cartao_Credito,Solteiro,200.41,91.4,16,1,0,33.5,4154,IP-B8779,1
CLI-15502,42.0,MENSAL,Boleto,Casado,140.64,23.0,2,5,3,-3.54,3674,IP-538E1,1
CLI-15503,23.4,Anual,Cartao_Credito,Solteiro,134.43,81.4,3,0,1,39.11,8660,IP-B6B5D,1
CLI-15504,,MENSAL,Cartao_Credito,Divorciado,96.43,238.1,8,3,0,13.81,3674,IP-DF5BC,0
CLI-15505,, Mensal ,Pix,Solteiro,148.77,87.7,37,5,0,8.85,9351,IP-33563,1
CLI-15506,27.4, Mensal ,Cartao_Credito,Casado,84.65,24.1,53,2,1,29.59,9856,IP-EF501,0
CLI-15507,9.6, Mensal ,Boleto,Casado,87.42,60.9,55,2,1,37.71,9255,IP-8FA14,0
CLI-15508,37.3,mensal,Boleto,Casado,196.6,39.4,49,2,0,0.39,1735,IP-C3602,1
CLI-15509,38.3,MENSAL,Pix,Solteiro,105.36,74.5,59,2,2,37.26,9707,IP-4809D,1
CLI-15510,41.6,MENSAL,Cartao_Credito,Casado,41.31,12.5,60,2,0,3.38,2430,IP-CD4E9,0
CLI-15511,48.7, Mensal ,Cartao_Credito,Solteiro,105.61,50.7,46,1,0,-2.06,9891,IP-AE401,0
CLI-15512,47.7, Mensal ,Boleto,Solteiro,170.49,71.9,63,4,0,-4.52,4508,IP-8B48F,0
CLI-15513,, Mensal ,Cartao_Credito,Divorciado,209.08,69.5,32,3,0,-31.66,1016,IP-8EF77,1
CLI-15514,54.3,Bienal,Debito_Automatico,Divorciado,241.63,154.1,66,1,0,-64.87,4910,IP-B1E87,0
CLI-15515,21.8,MENSAL,Pix,Casado,194.17,7.7,4,1,0,-15.16,9442,IP-26E64,1
CLI-15516,46.1,ANUAL,Boleto,Solteiro,124.35,24.1,29,2,0,9.71,5711,IP-8CE24,1
CLI-15517,47.5,ANUAL,Pix,Casado,95.81,34.1,49,2,2,14.27,2485,IP-CA494,1
CLI-15518,25.1,MENSAL,Cartao_Credito,Solteiro,58.52,21.7,23,1,0,-44.31,7473,IP-9D453,1
CLI-15519,22.0,Anual,Pix,Solteiro,168.09,21.7,3,1,0,14.64,6435,IP-4BC9E,1
CLI-15520,31.0, Mensal ,Cartao_Credito,Casado,142.17,13.7,54,4,0,-26.57,2901,IP-3D4A9,1
CLI-15521,32.1,Anual,Pix,Solteiro,179.09,80.4,21,3,1,24.11,4536,IP-A73C2,1
CLI-15522,49.0,mensal,Boleto,Divorciado,82.17,112.4,44,1,0,13.64,1295,IP-7418F,0
CLI-15523,32.6,ANUAL,Cartao_Credito,Solteiro,101.2,8.9,20,1,0,-29.31,5400,IP-30CDE,1
CLI-15524,29.7, Mensal ,Cartao_Credito,Solteiro,94.26,12.6,57,3,1,-12.96,1823,IP-526EA,1
CLI-15525,32.7,Anual,Boleto,Casado,205.48,16.7,69,3,1,-34.04,4849,IP-86456,1
CLI-15526,53.4, Mensal ,Pix,Casado,67.67,37.0,71,2,0,19.0,8545,IP-E63CC,0
CLI-15527,40.2,ANUAL,Cartao_Credito,Solteiro,163.86,75.5,52,4,0,-0.33,5906,IP-F26E0,0
CLI-15528,37.8,mensal,Boleto,Solteiro,41.3,8.3,17,1,1,-8.7,5115,IP-C17D7,1
CLI-15529,38.7,Anual,Pix,Casado,150.9,50.6,66,3,0,-11.64,9911,IP-3B698,1
CLI-15530,55.5,MENSAL,Boleto,Solteiro,44.06,12.3,12,4,0,37.57,6520,IP-E2083,1
CLI-15531,31.0,mensal,Pix,Solteiro,68.69,165.0,58,4,0,2.51,8159,IP-D7365,0
CLI-15532,55.8,Anual,Cartao_Credito,Casado,54.87,108.1,5,3,1,18.84,3097,IP-E88D3,0
CLI-15533,42.5,Bienal,Boleto,Solteiro,106.28,139.4,72,0,0,0.96,6211,IP-E46DC,0
CLI-15534,38.1, Mensal ,Debito_Automatico,Divorciado,105.62,10.1,56,2,0,-6.69,4912,IP-84D14,1
CLI-15535,70.0,Bienal,Boleto,Casado,211.81,35.1,46,2,0,56.27,5271,IP-3B47D,1
CLI-15536,27.3,Anual,Boleto,Divorciado,79.65,13.1,72,2,0,-30.57,5512,IP-4BB5C,1
CLI-15537,35.8,ANUAL,Pix,Solteiro,49.01,46.3,18,2,0,-22.67,3850,IP-DE1C2,0
CLI-15538,25.2,mensal,Cartao_Credito,Divorciado,162.77,16.9,44,2,0,4.57,6781,IP-B64AC,1
CLI-15539,51.4,MENSAL,Pix,Solteiro,181.24,71.3,43,3,0,-36.75,8062,IP-BE552,1
CLI-15540,60.3,ANUAL,Debito_Automatico,Solteiro,94.86,51.5,22,1,0,-40.74,8213,IP-F1E20,0
CLI-15541,60.0,mensal,Cartao_Credito,Solteiro,162.62,43.1,60,2,1,-5.12,5323,IP-AC0EC,0
CLI-15542,54.7,MENSAL,Pix,Solteiro,200.73,83.5,63,2,1,-24.08,1886,IP-206C1,0
CLI-15543,37.6, Mensal ,Cartao_Credito,Solteiro,106.46,36.2,24,1,1,26.37,7158,IP-A190A,1
CLI-15544,35.6, Mensal ,Boleto,Casado,145.58,19.2,65,5,0,16.07,6063,IP-C7BEF,1
CLI-15545,19.9,Anual,Pix,Solteiro,,48.6,29,1,0,12.16,3363,IP-6EF94,0
CLI-15546,64.4,Anual,Pix,Solteiro,35.2,146.7,1,2,0,5.99,3668,IP-3785F,1
CLI-15547,45.6,MENSAL,Pix,Casado,245.9,46.4,1,3,1,-48.07,5364,IP-2B2AA,1
CLI-15548,34.1, Mensal ,Debito_Automatico,Solteiro,95.94,49.7,21,1,0,-7.91,7448,IP-F3BFA,1
CLI-15549,55.9,mensal,Boleto,Casado,91.36,127.8,28,1,0,27.61,4126,IP-1A1FC,0
CLI-15550,28.3,mensal,Boleto,Casado,244.11,37.6,18,2,0,-14.35,2139,IP-4F0E0,1
CLI-15551,44.9,MENSAL,Cartao_Credito,Divorciado,190.21,257.7,52,4,0,50.47,7328,IP-47F35,0
CLI-15552,37.9,ANUAL,Cartao_Credito,Solteiro,158.77,12.8,66,1,0,20.35,8725,IP-7B29C,1
CLI-15553,47.7,Anual,Boleto,Divorciado,183.85,39.7,62,3,2,22.68,9759,IP-821A6,1
CLI-15554,39.2, Mensal ,Pix,Casado,186.18,15.8,19,3,0,5.72,2644,IP-BCBF4,1
CLI-15555,22.6,ANUAL,Boleto,Divorciado,197.93,32.2,2,3,0,23.63,7417,IP-D621F,1
CLI-15556,40.9,MENSAL,Pix,Solteiro,44.78,13.4,70,0,0,-11.56,2155,IP-98939,0
CLI-15557,52.6,Anual,Pix,Casado,120.82,16.3,55,2,0,36.32,3208,IP-9AFF1,0
CLI-15558,39.6, Mensal ,Cartao_Credito,Casado,94.93,15.7,57,4,0,-33.07,6549,IP-D0300,0
CLI-15559,49.3,Anual,Boleto,Solteiro,45.53,22.4,11,0,0,-31.03,3497,IP-E42B7,0
CLI-15560,27.5, Mensal ,Boleto,Casado,120.77,11.5,16,2,1,-5.43,5947,IP-194A9,1
CLI-15561,39.7,mensal,Boleto,Casado,165.56,79.6,62,1,0,-29.78,1535,IP-86EAC,0
CLI-15562,32.5, Mensal ,Pix,Casado,69.27,16.2,27,1,2,-30.78,4632,IP-B8C7E,1
CLI-15563,49.0, Mensal ,Boleto,Solteiro,97.11,29.2,22,1,1,7.05,8316,IP-5E2B1,0
CLI-15564,40.4, Mensal ,Pix,Casado,170.62,5.7,3,3,1,-15.46,9378,IP-E932A,1
CLI-15565,48.3, Mensal ,Pix,Solteiro,157.45,10.0,3,5,1,10.49,7708,IP-85159,1
CLI-15566,53.1, Mensal ,Boleto,Casado,221.13,107.0,21,5,0,49.98,9695,IP-52C9C,0
CLI-15567,48.3,Anual,Pix,Solteiro,204.07,86.7,43,1,0,-19.42,3646,IP-19E3F,0
CLI-15568,43.3, Mensal ,Cartao_Credito,Solteiro,,87.7,70,3,0,32.55,1732,IP-E46B4,1
CLI-15569,28.0,Anual,Cartao_Credito,Solteiro,161.38,28.8,37,4,0,-3.74,3758,IP-E81C8,0
CLI-15570,40.0, Mensal ,Cartao_Credito,Casado,183.66,11.9,56,2,2,6.99,4460,IP-8F7DB,1
CLI-15571,33.6,Bienal,Boleto,Divorciado,219.31,10.1,39,0,1,34.16,3284,IP-C3E12,1
CLI-15572,35.9,Bienal,Cartao_Credito,Solteiro,214.8,46.9,20,3,0,53.51,3259,IP-23C79,1
CLI-15573,35.5, Mensal ,Debito_Automatico,Solteiro,188.12,84.3,65,1,1,9.5,3759,IP-C00CD,0
CLI-15574,28.2,Anual,Boleto,Solteiro,140.06,108.7,35,3,0,20.47,9791,IP-454D7,0
CLI-15575,16.5, Mensal ,Boleto,Casado,90.11,20.3,43,3,1,14.17,9287,IP-E54A7,1
CLI-15576,32.0,Bienal,Cartao_Credito,Solteiro,,22.4,21,1,0,39.01,6051,IP-87A43,1
CLI-15577,,MENSAL,Cartao_Credito,Solteiro,200.86,9.8,10,1,2,11.8,7767,IP-E32F5,1
CLI-15578,23.8, Mensal ,Cartao_Credito,Casado,214.34,72.0,45,1,0,14.62,8302,IP-50BE8,0
CLI-15579,40.2,mensal,Boleto,Solteiro,60.97,19.5,3,1,0,-18.67,5524,IP-1988C,1
CLI-15580,62.8, Mensal ,Boleto,Solteiro,99.26,34.5,43,2,0,4.24,4483,IP-8C8A4,0
CLI-15581,52.3,mensal,Boleto,Solteiro,123.47,124.0,52,3,2,-11.82,3093,IP-7B457,0
CLI-15582,59.7,Anual,Boleto,Casado,214.44,67.8,41,0,1,-23.95,9892,IP-2A692,1
CLI-15583,44.7,MENSAL,Pix,Divorciado,226.44,7.4,41,2,1,-4.85,5975,IP-76E5A,1
CLI-15584,54.0,mensal,Cartao_Credito,Casado,92.68,5.4,9,3,0,-21.95,7863,IP-9321E,1
CLI-15585,31.3, Mensal ,Pix,Solteiro,181.01,74.7,46,2,0,-44.91,4873,IP-78D2D,0
CLI-15586,32.3, Mensal ,Boleto,Casado,47.12,41.2,16,2,1,-16.47,9586,IP-B8ECC,1
CLI-15587,7.1, Mensal ,Boleto,Solteiro,120.11,62.3,47,2,2,14.17,7656,IP-D016A,1
CLI-15588,54.2,ANUAL,Cartao_Credito,Casado,137.07,12.7,28,1,1,-12.26,8967,IP-D7D59,1
CLI-15589,-10.0, Mensal ,Boleto,Casado,198.44,97.5,28,2,0,-14.45,7358,IP-36D7E,1
CLI-15590,33.4,MENSAL,Cartao_Credito,Divorciado,226.23,71.8,11,1,1,-7.39,2603,IP-EA4E6,1
CLI-15591,,mensal,Debito_Automatico,Solteiro,104.2,104.7,29,1,1,-28.86,4411,IP-C5C46,1
CLI-15592,31.0, Mensal ,Boleto,Casado,146.1,23.8,56,2,0,-24.77,6941,IP-7190A,1
CLI-15593,44.6,Anual,Debito_Automatico,Casado,172.44,19.5,72,2,1,-6.43,4268,IP-59E74,1
CLI-15594,53.5,MENSAL,Boleto,Solteiro,,12.4,57,2,1,7.15,2822,IP-BB358,1
CLI-15595,19.1,mensal,Cartao_Credito,Casado,246.82,124.7,53,0,0,-49.37,8555,IP-7280B,0
CLI-15596,44.9,MENSAL,Boleto,Divorciado,222.67,13.8,59,1,0,-16.03,5742,IP-5BF6A,1
CLI-15597,36.7,MENSAL,Cartao_Credito,Divorciado,95.21,10.7,35,2,0,-36.21,8183,IP-A4014,1
CLI-15598,41.4,mensal,Debito_Automatico,Casado,141.75,14.6,52,2,1,-2.92,3395,IP-5A085,1
CLI-15599,45.5,MENSAL,Pix,Solteiro,80.78,71.4,36,3,0,36.19,3417,IP-4DCAC,0
CLI-15600,37.7,Anual,Pix,Casado,143.19,104.1,58,5,1,-16.87,5364,IP-9464B,1
CLI-15601,38.8, Mensal ,Boleto,Casado,180.33,79.9,2,4,1,-14.05,9939,IP-35E47,1
CLI-15602,37.4,MENSAL,Boleto,Solteiro,48.81,42.3,28,2,1,15.42,7844,IP-BA84A,0
CLI-15603,51.6, Mensal ,Debito_Automatico,Solteiro,221.43,234.4,70,2,0,27.22,6843,IP-9C178,0
CLI-15604,, Mensal ,Cartao_Credito,Solteiro,160.62,8.2,63,3,0,-7.03,1759,IP-2FA10,1
CLI-15605,42.6,MENSAL,Pix,Solteiro,247.71,95.8,52,4,0,29.28,8363,IP-19757,1
CLI-15606,,ANUAL,Boleto,Casado,35.63,30.1,60,6,2,-42.28,4157,IP-4EADD,1
CLI-15607,35.5,ANUAL,Debito_Automatico,Solteiro,212.93,32.3,36,5,0,42.79,6819,IP-E5303,1
CLI-15608,50.8, Mensal ,Pix,Solteiro,204.23,11.1,62,0,0,14.79,8805,IP-B4604,1
CLI-15609,40.5,mensal,Debito_Automatico,Solteiro,59.23,6.5,43,0,0,-31.5,8867,IP-88E3D,1
CLI-15610,47.9,MENSAL,Boleto,Solteiro,103.77,22.1,39,2,0,-35.4,9279,IP-BD763,0
CLI-15611,61.2, Mensal ,Cartao_Credito,Solteiro,224.66,13.6,5,4,0,-15.73,4428,IP-1AA48,1
CLI-15612,52.5,Anual,Boleto,Solteiro,144.06,34.7,50,1,2,6.68,5526,IP-D5473,1
CLI-15613,41.1,Anual,Pix,Solteiro,118.28,12.2,16,1,0,37.34,8377,IP-9680D,1
CLI-15614,33.9,Bienal,Pix,Casado,229.21,11.7,52,1,0,-6.77,6192,IP-95FF9,1
CLI-15615,9.4, Mensal ,Cartao_Credito,Solteiro,50.54,99.3,69,3,0,4.34,5928,IP-B4AC5,0
CLI-15616,38.0, Mensal ,Boleto,Casado,134.09,119.4,71,1,0,31.8,7057,IP-BCDD4,0
CLI-15617,36.1,ANUAL,Cartao_Credito,Solteiro,173.52,154.9,3,1,0,-11.77,3835,IP-5FE83,0
CLI-15618,44.7,Anual,Pix,Solteiro,163.88,56.3,10,1,1,13.38,3546,IP-930B6,1
CLI-15619,38.2,ANUAL,Cartao_Credito,Solteiro,88.14,71.3,51,0,0,14.59,8931,IP-CF5C9,0
CLI-15620,36.2, Mensal ,Boleto,Solteiro,153.93,86.3,69,2,0,-17.49,8818,IP-D6C0F,0
CLI-15621,18.6,MENSAL,Cartao_Credito,Solteiro,185.88,53.4,32,3,1,34.64,8425,IP-AAE73,1
CLI-15622,28.7,MENSAL,Cartao_Credito,Solteiro,158.67,23.0,5,5,0,-14.73,5322,IP-B2E8A,1
CLI-15623,45.7, Mensal ,Debito_Automatico,Solteiro,,12.7,43,3,0,8.15,1777,IP-7AF15,1
CLI-15624,60.6,MENSAL,Cartao_Credito,Casado,86.34,17.2,12,3,0,3.65,4413,IP-1B1E2,1
CLI-15625,38.8,Anual,Cartao_Credito,Solteiro,213.23,87.6,31,2,1,-30.87,3410,IP-3B5AA,1
CLI-15626,43.9, Mensal ,Cartao_Credito,Casado,128.93,58.6,22,0,0,-36.42,5325,IP-5EBFD,0
CLI-15627,51.4,mensal,Boleto,Casado,247.19,32.4,59,2,1,64.03,2158,IP-CFF29,1
CLI-15628,30.3,Anual,Boleto,Casado,35.12,6.3,52,1,0,11.11,5388,IP-634EC,1
CLI-15629,44.4,MENSAL,Cartao_Credito,Solteiro,113.67,18.9,47,2,0,40.93,8948,IP-967E9,1
CLI-15630,31.1,ANUAL,Boleto,Casado,69.7,63.7,49,4,3,20.45,7620,IP-E233E,1
CLI-15631,50.4,mensal,Cartao_Credito,Solteiro,152.23,37.3,56,1,1,6.62,3933,IP-C934B,0
CLI-15632,41.8,mensal,Pix,Solteiro,83.51,30.7,31,4,1,9.54,1905,IP-5F044,1
CLI-15633,43.6,Bienal,Pix,Solteiro,192.25,21.9,59,3,0,37.97,5004,IP-52C38,1
CLI-15634,30.6,Bienal,Debito_Automatico,Divorciado,224.01,47.0,70,3,1,1.27,1771,IP-6687C,0
CLI-15635,48.5, Mensal ,Debito_Automatico,Solteiro,76.39,157.7,43,0,0,-8.39,5497,IP-85EB4,0
CLI-15636,65.0,Anual,Cartao_Credito,Divorciado,65.35,109.1,5,0,0,22.55,5182,IP-2572E,1
CLI-15637,27.9, Mensal ,Cartao_Credito,Solteiro,222.58,6.4,4,1,1,-32.91,9043,IP-29789,1
CLI-15638,35.9, Mensal ,Pix,Divorciado,109.48,34.5,15,6,1,12.02,3508,IP-B4081,1
CLI-15639,42.8,mensal,Cartao_Credito,Divorciado,125.61,23.0,2,0,1,27.23,1899,IP-75BA7,1
CLI-15640,49.4,mensal,Cartao_Credito,Divorciado,78.61,37.2,49,2,0,-30.09,5325,IP-46101,0
CLI-15641,33.3,ANUAL,Cartao_Credito,Solteiro,123.57,46.9,56,0,0,29.81,6064,IP-F0108,0
CLI-15642,6.0,Anual,Boleto,Casado,,15.0,8,2,1,-41.54,7302,IP-D6CB4,1
CLI-15643,56.3,Bienal,Boleto,Divorciado,176.5,73.5,16,2,2,-28.74,2969,IP-24FD3,1
CLI-15644,49.1,Anual,Cartao_Credito,Solteiro,139.75,34.0,64,1,1,7.79,2359,IP-712D1,0
CLI-15645,19.1,mensal,Cartao_Credito,Solteiro,203.37,222.3,24,2,0,60.45,5456,IP-911B7,1
CLI-15646,32.7,Anual,Pix,Casado,98.8,6.1,55,1,0,-35.84,3301,IP-3C80F,1
CLI-15647,58.8,Bienal,Cartao_Credito,Solteiro,141.23,14.5,54,2,0,1.96,3753,IP-2CB7F,1
CLI-15648,57.4,Anual,Debito_Automatico,Casado,87.1,57.6,69,0,0,-19.37,7655,IP-D9FF1,0
CLI-15649,51.3,Anual,Cartao_Credito,Solteiro,235.58,58.5,60,0,0,13.44,1291,IP-6F68B,0
CLI-15650,37.9,Bienal,Boleto,Casado,144.83,44.3,31,0,0,16.06,4910,IP-6B2B9,0
CLI-15651,41.0, Mensal ,Boleto,Solteiro,68.16,165.8,20,1,0,-26.77,2422,IP-941C8,0
CLI-15652,38.4,Anual,Cartao_Credito,Solteiro,90.01,29.2,54,2,0,9.42,3376,IP-A892F,0
CLI-15653,53.5,ANUAL,Boleto,Solteiro,48.24,29.3,9,0,0,20.96,7528,IP-755C8,0
CLI-15654,29.5,Bienal,Boleto,Casado,36.12,113.6,34,1,0,47.88,8895,IP-4E458,0
CLI-15655,30.3, Mensal ,Pix,Solteiro,145.7,39.8,65,2,1,-6.15,8049,IP-B8018,0
CLI-15656,52.1,MENSAL,Pix,Casado,104.17,24.6,16,5,0,51.14,8206,IP-2FA04,1
CLI-15657,39.5,Anual,Cartao_Credito,Casado,242.03,62.1,70,4,0,-14.93,3543,IP-C5C73,1
CLI-15658,56.5, Mensal ,Cartao_Credito,Solteiro,67.69,48.5,6,2,0,17.72,7173,IP-D99D2,1
CLI-15659,31.9,Anual,Cartao_Credito,Solteiro,204.66,21.5,35,2,1,-24.52,9359,IP-7E9DA,1
CLI-15660,39.3,mensal,Cartao_Credito,Solteiro,99.51,20.9,3,0,0,13.85,9096,IP-A5199,1
CLI-15661,28.9,mensal,Boleto,Solteiro,79.18,27.7,21,1,1,-61.69,9070,IP-3186E,1
CLI-15662,40.1,mensal,Debito_Automatico,Solteiro,243.32,8.3,7,2,0,7.04,3437,IP-72195,1
CLI-15663,22.3,MENSAL,Boleto,Casado,206.57,133.6,30,1,0,49.1,7523,IP-24F2F,0
CLI-15664,34.1,mensal,Pix,Divorciado,168.74,14.1,22,1,0,-9.76,8603,IP-91742,1
CLI-15665,22.8,MENSAL,Boleto,Solteiro,183.37,14.7,14,2,1,27.21,4092,IP-DC3B9,1
CLI-15666,48.3,mensal,Pix,Casado,248.1,51.9,55,0,0,-17.08,1878,IP-207E8,0
CLI-15667,48.6, Mensal ,Cartao_Credito,Divorciado,160.51,63.0,67,2,0,43.91,9538,IP-7E06F,0
CLI-15668,19.2, Mensal ,Pix,Casado,52.42,65.1,5,0,2,-25.19,5386,IP-4A35A,1
CLI-15669,56.0, Mensal ,Pix,Casado,44.27,26.2,69,3,0,1.91,2659,IP-E7295,0
CLI-15670,70.0,MENSAL,Cartao_Credito,Casado,176.65,98.0,59,3,1,-12.67,4471,IP-B24EE,1
CLI-15671,40.6,Anual,Cartao_Credito,Solteiro,174.67,40.3,9,1,0,23.32,2566,IP-7D4F3,1
CLI-15672,32.3, Mensal ,Debito_Automatico,Divorciado,,31.0,48,3,0,-13.54,4813,IP-3D022,1
CLI-15673,73.9, Mensal ,Pix,Divorciado,53.93,79.8,37,3,1,-6.54,6649,IP-78C47,1
CLI-15674,24.2,Anual,Cartao_Credito,Solteiro,237.88,17.6,68,4,0,-66.95,7776,IP-21956,1
CLI-15675,40.2,mensal,Boleto,Solteiro,151.25,93.5,20,3,1,5.21,4209,IP-DD686,0
CLI-15676,42.2,Bienal,Boleto,Solteiro,172.9,39.8,50,2,0,6.21,6650,IP-1F6EC,1
CLI-15677,56.1,Anual,Boleto,Solteiro,,108.6,24,3,0,-9.9,3857,IP-5384F,1
CLI-15678,44.3,mensal,Cartao_Credito,Solteiro,241.41,15.1,71,2,1,-53.24,3781,IP-E6F8A,1
CLI-15679,34.0,mensal,Cartao_Credito,Casado,153.77,128.7,49,1,1,-14.71,2320,IP-D958D,0
CLI-15680,28.6,MENSAL,Boleto,Casado,,57.4,8,3,0,11.95,6821,IP-1BC66,1
CLI-15681,35.9, Mensal ,Pix,Solteiro,237.58,48.3,6,1,0,-41.97,5459,IP-41A54,1
CLI-15682,27.9, Mensal ,Pix,Solteiro,234.46,29.7,40,2,0,-65.55,3257,IP-D3467,1
CLI-15683,40.6, Mensal ,Cartao_Credito,Casado,78.47,145.9,54,2,0,23.56,7603,IP-80D97,0
CLI-15684,33.2,Anual,Pix,Solteiro,234.84,31.4,17,2,1,-0.26,9970,IP-C703A,1
CLI-15685,22.1,MENSAL,Cartao_Credito,Solteiro,192.06,36.1,51,1,1,38.52,3689,IP-877E8,0
CLI-15686,55.1, Mensal ,Boleto,Casado,34.16,73.4,2,2,0,-7.75,5187,IP-D63FF,0
CLI-15687,34.0,Anual,Debito_Automatico,Solteiro,82.77,20.1,30,1,0,-13.49,6585,IP-D738C,1
CLI-15688,24.8,mensal,Boleto,Solteiro,120.86,20.5,32,2,0,-50.26,7988,IP-91EC3,1
CLI-15689,38.0,MENSAL,Cartao_Credito,Solteiro,158.22,72.2,50,5,1,57.96,8019,IP-ED185,1
CLI-15690,40.8, Mensal ,Cartao_Credito,Casado,184.29,11.2,71,5,0,0.96,6143,IP-7518B,1
CLI-15691,19.0,MENSAL,Boleto,Casado,76.25,82.9,16,4,3,-15.52,8756,IP-ACEC6,1
CLI-15692,,Bienal,Pix,Solteiro,214.07,49.2,55,2,0,-20.11,3260,IP-19C6A,1
CLI-15693,27.4, Mensal ,Debito_Automatico,Solteiro,216.06,39.9,57,2,0,57.84,7246,IP-22DD8,1
CLI-15694,,mensal,Pix,Casado,169.7,16.7,45,1,0,4.18,3561,IP-C8743,1
CLI-15695,46.3, Mensal ,Pix,Divorciado,232.64,74.5,52,0,0,27.06,8305,IP-79B11,0
CLI-15696,35.2, Mensal ,Pix,Casado,208.86,78.6,71,3,1,10.39,7865,IP-1CD06,0
CLI-15697,31.1,mensal,Pix,Casado,78.76,34.7,47,0,0,34.27,3738,IP-9D734,0
CLI-15698,38.7,ANUAL,Cartao_Credito,Casado,205.71,27.2,33,2,1,-1.13,5847,IP-791AE,1
CLI-15699,47.4,Bienal,Debito_Automatico,Casado,,17.7,24,5,1,1.62,6448,IP-C15CD,1
CLI-15700,39.7, Mensal ,Cartao_Credito,Divorciado,60.27,68.2,35,0,1,-4.89,5683,IP-D024E,1
CLI-15701,37.4,MENSAL,Debito_Automatico,Casado,,50.9,64,4,1,31.17,4063,IP-7FB5A,0
CLI-15702,40.7,Anual,Cartao_Credito,Divorciado,35.5,15.4,60,3,0,14.84,3164,IP-CC65C,0
CLI-15703,32.8,MENSAL,Pix,Solteiro,144.88,76.2,29,2,0,44.36,9556,IP-EE948,1
CLI-15704,35.9,mensal,Pix,Divorciado,200.26,101.2,18,6,1,-3.86,1706,IP-DFBD5,1
CLI-15705,15.0, Mensal ,Debito_Automatico,Casado,,7.7,58,4,1,-23.8,1093,IP-C9CB6,1
CLI-15706,51.7,MENSAL,Pix,Casado,191.63,71.6,48,4,0,17.14,7414,IP-365E8,1
CLI-15707,43.6,mensal,Cartao_Credito,Solteiro,146.46,91.2,11,1,1,7.48,9674,IP-245AB,1
CLI-15708,30.7,Anual,Boleto,Casado,173.21,219.6,3,0,1,-15.46,8483,IP-35327,1
CLI-15709,62.8,Anual,Cartao_Credito,Casado,183.99,17.2,42,1,0,-30.06,1042,IP-E7635,1
CLI-15710,41.0, Mensal ,Cartao_Credito,Solteiro,138.8,25.9,18,2,1,9.67,3663,IP-D67D1,1
CLI-15711,27.6, Mensal ,Cartao_Credito,Casado,161.05,157.4,16,1,1,-55.34,6929,IP-E278E,1
CLI-15712,50.3,Bienal,Cartao_Credito,Casado,216.2,9.4,41,2,1,-7.32,2908,IP-413C1,1
CLI-15713,44.8,MENSAL,Boleto,Solteiro,98.83,38.4,65,1,0,25.44,2592,IP-787F3,0
CLI-15714,44.7,ANUAL,Debito_Automatico,Solteiro,145.11,36.8,43,0,0,0.55,9416,IP-99A0A,1
CLI-15715,, Mensal ,Debito_Automatico,Casado,31.87,47.0,43,1,0,-29.47,1140,IP-1DFFF,0
CLI-15716,45.4,MENSAL,Cartao_Credito,Casado,181.24,23.1,31,3,0,-2.51,1365,IP-89C2C,1
CLI-15717,36.9,MENSAL,Cartao_Credito,Solteiro,72.98,122.1,28,2,2,-7.45,8206,IP-83C86,1
CLI-15718,46.7,ANUAL,Cartao_Credito,Solteiro,135.82,19.2,51,0,0,68.49,5532,IP-616B3,0
CLI-15719,17.1, Mensal ,Cartao_Credito,Solteiro,76.25,52.2,27,2,0,55.13,9048,IP-51C27,0
CLI-15720,34.8, Mensal ,Cartao_Credito,Solteiro,35.18,35.8,9,1,0,12.36,2102,IP-48DE5,1
CLI-15721,60.7,mensal,Cartao_Credito,Solteiro,136.31,19.0,38,2,0,13.12,7074,IP-6F102,0
CLI-15722,30.8,ANUAL,Boleto,Casado,123.46,14.4,36,2,0,-24.55,5900,IP-BAD38,1
CLI-15723,32.8,Bienal,Boleto,Casado,123.53,146.1,60,0,0,-26.82,1266,IP-A262D,0
CLI-15724,34.6,Bienal,Boleto,Casado,75.94,42.1,57,1,0,-1.23,1203,IP-3F680,0
CLI-15725,,Bienal,Cartao_Credito,Solteiro,238.39,46.7,47,2,0,5.48,9591,IP-68507,0
CLI-15726,13.5, Mensal ,Pix,Solteiro,30.77,73.7,68,1,0,10.02,8376,IP-1905A,0
CLI-15727,999.0, Mensal ,Pix,Solteiro,226.14,8.8,51,4,1,-22.8,9377,IP-4FDD2,1
CLI-15728,41.6, Mensal ,Cartao_Credito,Casado,192.12,61.3,58,1,0,14.39,9879,IP-56F54,1
CLI-15729,39.4,mensal,Cartao_Credito,Casado,67.86,13.1,48,2,0,-35.69,2845,IP-30615,1
