proponente_id,idade,tipo_vinculo,estado_civil,escolaridade,renda_mensal,valor_solicitado,numero_parcelas,score_serasa,num_consultas_recentes,atrasos_ultimos_12m,ruido_estocastico,numero_da_sorte_app,ip_origem_hash,inadimplente
PROP-12322,37.6,Autonomo,Solteiro,Medio,3964.73,6217.59,24,709.3,1,0,81.79,1752,IP-5EDEA,0
PROP-12323,28.0,CLT,Viuvo,Superior,3546.49,13642.6,24,402.1,5,1,12.03,2433,IP-8A6D7,1
PROP-12324,44.1,PJ,Solteiro,Medio,5174.03,20052.29,60,538.1,1,1,99.33,8070,IP-9B743,0
PROP-12325,33.5,Estudante,Casado,Pos_Graduacao,4238.5,19585.23,12,574.6,1,1,43.54,4195,IP-5E631,1
PROP-12326,24.5,PJ,Solteiro,Medio,2918.99,3171.61,48,503.6,6,1,90.35,8838,IP-DD5BE,0
PROP-12327,28.2,CLT,Solteiro,Pos_Graduacao,4839.17,33377.75,12,680.1,3,2,-11.49,5411,IP-99088,1
PROP-12328,57.1,Autonomo,Solteiro,Pos_Graduacao,6050.01,11087.4,24,786.2,2,0,16.03,2536,IP-52EA7,0
PROP-12329,42.2,CLT,Casado,Superior,1513.63,2534.09,36,808.3,1,0,-33.92,8341,IP-EE103,0
PROP-12330,39.2,CLT,Solteiro,Superior,4033.9,4522.65,36,572.5,1,0,-72.58,6337,IP-4E692,0
PROP-12331,35.3,CLT,Solteiro,Superior,1649.54,21146.43,12,660.9,3,0,-40.64,7837,IP-6FC35,1
PROP-12332,41.2,Autonomo,Solteiro,Superior,2266.43,6546.92,24,682.4,3,1,14.23,2722,IP-C6EE1,0
PROP-12333,41.1,Autonomo,Solteiro,Superior,4852.98,3376.92,36,707.0,4,1,-62.99,9797,IP-79762,0
PROP-12334,41.2,CLT,Divorciado,Superior,9847.57,14527.67,12,497.1,2,0,5.68,5136,IP-E4FC0,0
PROP-12335,39.3, CLT ,Divorciado,Superior,10404.47,22551.12,12,874.9,0,4,-108.77,8218,IP-5C869,0
PROP-12336,47.6,clt,Solteiro,Fundamental,1704.54,5690.71,36,749.7,3,3,-16.53,5439,IP-A81D4,0
PROP-12337,38.3, CLT ,Casado,Superior,3681.38,12339.82,36,753.4,3,2,13.02,8132,IP-1F84C,1
PROP-12338,27.2,CLT,Divorciado,Superior,,15786.1,12,788.5,1,0,-35.24,1658,IP-EA762,0
PROP-12339,31.3, CLT ,Solteiro,Superior,2068.13,7262.18,36,694.8,1,1,-15.66,7705,IP-9FD1A,1
PROP-12340,16.2,PJ,Casado,Pos_Graduacao,7490.04,18700.44,60,476.2,1,1,-0.99,1859,IP-527C6,0
PROP-12341,60.3,CLT,Divorciado,Superior,7126.69,4812.06,12,,3,0,-19.45,3721,IP-80598,0
PROP-12342,47.5,CLT,Solteiro,Medio,11213.58,3535.11,36,388.9,1,0,14.28,5995,IP-7F444,0
PROP-12343,28.9, CLT ,Solteiro,Superior,1435.79,19154.57,12,678.1,1,1,-84.52,6878,IP-56101,1
PROP-12344,34.9,Servidor_Publico,Divorciado,Fundamental,2425.72,10180.6,12,596.3,2,1,-59.32,4013,IP-40ED1,0
PROP-12345,31.0,Autonomo,Casado,Superior,8773.28,5147.34,12,614.3,2,0,-51.29,1731,IP-985BB,0
PROP-12346,55.0,Autonomo,Solteiro,Superior,6063.77,15989.12,24,788.6,3,0,-10.6,3405,IP-A39D3,0
PROP-12347,22.4, CLT ,Solteiro,Medio,10841.6,32199.64,48,556.0,2,1,90.38,9584,IP-74019,0
PROP-12348,39.3,Autonomo,Solteiro,Superior,1647.29,25898.35,24,584.7,3,0,28.96,1691,IP-D9CFB,1
PROP-12349,36.8,CLT,Casado,Superior,5216.66,28915.33,36,623.1,1,1,-85.79,3385,IP-7473D,1
PROP-12350,47.1,Autonomo,Casado,Pos_Graduacao,4935.37,30773.16,24,362.4,5,0,10.44,8070,IP-CF718,1
PROP-12351,36.9,Servidor_Publico,Viuvo,Medio,1552.57,34096.72,24,582.8,0,0,-27.56,3901,IP-5E13A,1
PROP-12352,18.7,Autonomo,Solteiro,Pos_Graduacao,4426.37,27187.14,36,272.0,2,2,-22.74,6187,IP-50704,1
PROP-12353,35.2,Servidor_Publico,Casado,Superior,5349.59,22077.46,48,538.0,2,0,-36.41,4232,IP-7ABC6,1
PROP-12354,27.3,AUTONOMO,Casado,Medio,2291.74,14059.05,48,739.7,3,2,-14.01,9803,IP-6DC49,0
PROP-12355,38.9,CLT,Solteiro,Medio,2740.99,7994.23,48,682.6,1,0,-89.38,7970,IP-571BB,0
PROP-12356,53.8,Servidor_Publico,Solteiro,Medio,,24659.78,24,536.7,0,0,-6.1,2442,IP-1E1DE,0
PROP-12357,18.9,CLT,Viuvo,Superior,4053.05,34833.35,48,625.7,4,3,15.78,7332,IP-90A06,1
PROP-12358,29.2,Autonomo,Divorciado,Medio,9598.5,17422.84,24,469.5,1,1,-40.11,3913,IP-8DED6,0
PROP-12359,31.9,CLT,Casado,Medio,3160.35,25881.42,36,619.7,3,0,-26.48,2589,IP-57791,1
PROP-12360,33.8,CLT,Casado,Superior,2702.61,18338.05,60,990.0,1,1,-59.74,9350,IP-2AF31,0
PROP-12361,46.1, CLT ,Solteiro,Medio,19001.39,16253.8,12,878.4,3,0,-20.3,2072,IP-90D41,0
PROP-12362,36.1,CLT,Casado,Medio,11566.71,15540.09,24,627.4,2,1,4.46,8632,IP-44958,0
PROP-12363,42.6,clt,Casado,Superior,1523.57,18652.61,36,642.4,1,2,-9.47,3709,IP-6D00F,1
PROP-12364,31.1,Autonomo,Casado,Superior,7585.97,14107.56,36,482.9,4,2,32.7,5319,IP-89B4C,1
PROP-12365,40.5,CLT,Viuvo,Superior,1891.02,26709.52,12,507.7,2,2,47.71,3240,IP-98CF0,1
PROP-12366,46.6,CLT,Casado,Superior,1517.05,30850.98,60,670.7,3,1,-29.52,6167,IP-9A236,1
PROP-12367,29.9,Autonomo,Solteiro,Superior,2743.1,31135.22,36,546.5,3,0,-11.63,1104,IP-3D2BE,1
PROP-12368,46.6,CLT,Casado,Superior,2718.02,9514.06,12,,0,0,-55.2,1961,IP-8EC28,0
PROP-12369,38.6,AUTONOMO,Solteiro,Medio,8586.29,31565.0,12,839.8,1,0,-24.14,1280,IP-2F1C2,0
PROP-12370,49.5,Autonomo,Solteiro,Medio,6608.75,13271.19,48,666.6,7,3,2.58,5116,IP-E1C38,1
PROP-12371,35.8,PJ,Solteiro,Superior,18182.85,12207.15,12,634.2,4,2,37.68,4556,IP-B4146,0
PROP-12372,42.2,Autonomo,Solteiro,Medio,6621.04,25982.95,12,384.7,3,0,-4.94,3688,IP-2D7A4,0
PROP-12373,37.6, CLT ,Casado,Superior,3675.24,12054.98,36,724.7,4,1,15.4,2439,IP-9C93B,0
PROP-12374,36.9,Autonomo,Casado,Superior,6441.7,3747.89,36,459.9,2,4,-66.88,1173,IP-72514,1
PROP-12375,40.8,CLT,Casado,Medio,32993.3,14329.39,36,561.5,2,1,12.19,9359,IP-CA4A6,0
PROP-12376,43.9,CLT,Casado,Medio,6601.13,25808.36,24,754.3,1,0,-43.46,4216,IP-A9E09,0
PROP-12377,24.3,PJ,Solteiro,Medio,7423.42,12789.63,48,764.2,3,1,78.47,1564,IP-AFB95,0
PROP-12378,53.8, CLT ,Casado,Superior,13103.41,22775.45,60,554.7,5,0,90.74,3667,IP-9EA17,0
PROP-12379,17.5,PJ,Solteiro,Superior,1906.71,23783.94,24,562.8,2,1,77.12,4659,IP-5DC49,1
PROP-12380,30.5,PJ,Solteiro,Superior,6524.21,26213.29,36,522.1,2,3,-46.04,7791,IP-D39C9,1
PROP-12381,37.0,PJ,Casado,Medio,9390.53,31605.31,60,452.3,4,1,32.82,4806,IP-311D8,1
PROP-12382,42.5,Servidor_Publico,Solteiro,Superior,14366.99,16274.63,36,,1,0,-124.59,8329,IP-7D585,0
PROP-12383,55.3, CLT ,Solteiro,Pos_Graduacao,2395.19,7492.26,36,,4,2,53.51,6721,IP-379F2,0
PROP-12384,17.6,CLT,Casado,Medio,4344.35,12524.55,24,715.6,3,2,-1.79,8132,IP-CF05F,0
PROP-12385,32.4,Autonomo,Casado,Superior,6192.91,16261.52,36,675.2,1,1,-91.13,9096,IP-B151B,1
PROP-12386,14.6, CLT ,Solteiro,Fundamental,2594.11,25558.42,36,698.5,3,0,30.06,8444,IP-32778,1
PROP-12387,38.3,Autonomo,Divorciado,Medio,5253.39,2433.03,36,486.4,2,2,-17.3,9157,IP-E81DE,1
PROP-12388,41.0,AUTONOMO,Casado,Superior,2650.92,12420.92,60,452.7,3,1,-17.51,1497,IP-D18B1,1
PROP-12389,55.5,Autonomo,Divorciado,Medio,3103.73,27734.81,12,627.5,3,0,26.35,2024,IP-E0F14,1
PROP-12390,39.3, CLT ,Solteiro,Superior,3846.64,24138.3,12,629.0,2,0,49.89,3226,IP-4AF8E,0
PROP-12391,49.5,CLT,Casado,Medio,4563.86,26147.42,12,599.4,2,0,13.35,3208,IP-ED24C,0
PROP-12392,44.4, CLT ,Divorciado,Fundamental,3906.08,28789.76,36,579.5,2,0,-114.94,1309,IP-D3BB3,1
PROP-12393,33.2,CLT,Casado,Superior,4254.45,27846.78,12,859.5,5,1,13.23,2690,IP-872A1,1
PROP-12394,22.5,Servidor_Publico,Casado,Superior,2889.58,24512.04,36,679.6,0,0,-51.93,7962,IP-425DF,0
PROP-12395,41.0,CLT,Solteiro,Superior,,16508.83,24,895.9,2,1,23.9,4099,IP-B7135,0
PROP-12396,21.6,CLT,Solteiro,Superior,1603.73,34458.74,24,797.7,3,1,16.07,9403,IP-8F109,1
PROP-12397,52.2,CLT,Casado,Superior,2316.14,20779.42,24,858.5,3,0,-16.34,6639,IP-84016,1
PROP-12398,36.2,Autonomo,Solteiro,Pos_Graduacao,5062.98,8691.38,48,469.6,2,1,-7.48,2881,IP-B47C1,1
PROP-12399,51.1,Autonomo,Divorciado,Fundamental,7877.74,11662.82,36,703.0,1,0,-92.79,4076,IP-E5B1C,0
PROP-12400,32.7,CLT,Solteiro,Superior,2178.78,24887.56,60,559.6,4,0,77.34,3388,IP-30742,0
PROP-12401,41.0,CLT,Divorciado,Pos_Graduacao,1882.63,32516.41,36,387.1,1,1,12.6,9391,IP-8DA1D,1
PROP-12402,40.3, CLT ,Divorciado,Superior,7210.53,7897.76,12,829.4,3,1,8.92,6753,IP-EFF64,0
PROP-12403,37.5,CLT,Solteiro,Superior,,4717.43,12,578.9,3,1,11.25,4259,IP-B05D8,0
PROP-12404,33.2,Autonomo,Solteiro,Superior,14109.96,31090.52,60,472.3,0,3,-94.21,5397,IP-240AE,1
PROP-12405,42.3,Autonomo,Divorciado,Medio,6662.08,32204.17,36,562.0,3,1,44.84,5235,IP-483C6,1
PROP-12406,27.8, CLT ,Divorciado,Medio,3061.72,11120.52,12,508.5,2,1,-24.52,1371,IP-7A46E,1
PROP-12407,24.7,CLT,Solteiro,Medio,2835.76,14450.43,36,522.9,0,1,1.39,4420,IP-78CBB,0
PROP-12408,51.7,Estudante,Solteiro,Superior,4515.16,23786.2,24,589.0,6,1,-34.52,6545,IP-906AB,0
PROP-12409,46.0,clt,Casado,Medio,1746.3,12887.69,24,,0,2,-65.76,3149,IP-E1762,0
PROP-12410,38.7,Autonomo,Casado,Superior,1925.83,30946.24,12,526.7,3,1,-31.73,2667,IP-84A03,1
PROP-12411,56.3,CLT,Solteiro,Fundamental,2212.33,5550.1,48,852.3,2,2,-14.13,8380,IP-E8DA6,1
PROP-12412,35.1,clt,Casado,Medio,7659.79,3253.41,12,738.8,4,1,-5.26,2336,IP-4DD4A,0
PROP-12413,52.5,CLT,Solteiro,Superior,4429.26,8880.04,24,675.5,3,0,-29.82,3470,IP-73FF0,0
PROP-12414,39.9,Autonomo,Solteiro,Medio,1444.62,11440.9,24,,7,0,-9.98,5763,IP-E5FB3,0
PROP-12415,26.7,Estudante,Solteiro,Medio,6101.38,5726.58,12,621.9,3,0,-19.85,9696,IP-439CE,0
PROP-12416,58.3, CLT ,Solteiro,Superior,3714.66,4167.78,36,800.0,3,1,-73.27,7165,IP-B4990,0
PROP-12417,48.9,CLT,Solteiro,Superior,4403.38,26935.05,12,699.4,5,1,-6.36,8368,IP-9DC8D,1
PROP-12418,36.7,CLT,Casado,Superior,2411.97,7421.13,24,386.9,2,1,-6.38,5268,IP-69394,1
PROP-12419,46.0, CLT ,Solteiro,Medio,4770.4,32159.43,60,661.5,1,0,-39.54,7592,IP-D32BB,0
PROP-12420,33.6,CLT,Solteiro,Superior,17656.34,14143.99,24,729.8,1,3,41.78,2375,IP-2736B,0
PROP-12421,47.1,CLT,Solteiro,Medio,1720.38,24129.99,24,579.5,3,0,-5.18,6614,IP-401B1,0
PROP-12422,11.7,PJ,Viuvo,Medio,2802.63,9438.27,24,637.7,1,0,14.75,9032,IP-B7FD8,0
PROP-12423,26.8,clt,Solteiro,Medio,2569.23,9930.65,36,534.2,1,1,-47.74,1387,IP-1900C,0
PROP-12424,48.8,CLT,Solteiro,Medio,2600.15,20965.4,48,427.1,2,0,-38.33,9495,IP-21A52,1
PROP-12425,35.3,Servidor_Publico,Casado,Medio,3399.0,20501.22,12,402.9,2,1,-18.36,9274,IP-CF2C4,1
PROP-12426,40.3,CLT,Viuvo,Medio,8558.28,27368.06,48,404.8,0,1,-65.1,6679,IP-D1A6B,0
PROP-12427,23.2,Estudante,Solteiro,Fundamental,11648.94,27007.84,48,713.7,2,1,-96.53,9011,IP-7FC27,0
PROP-12428,58.3,CLT,Casado,Medio,2348.85,24132.7,36,271.4,3,0,63.85,8866,IP-9D59D,1
PROP-12429,51.1,Servidor_Publico,Casado,Medio,4688.44,16821.31,12,526.7,0,2,-32.78,9675,IP-C2A07,1
PROP-12430,35.8,Autonomo,Casado,Medio,5654.91,31391.13,12,512.8,1,0,-11.06,4368,IP-3E108,1
PROP-12431,33.5,PJ,Solteiro,Superior,,22545.09,36,580.5,3,1,10.68,1366,IP-8929B,0
PROP-12432,49.3,Estudante,Casado,Medio,3791.04,34676.55,48,360.1,1,1,-14.26,3096,IP-3E392,1
PROP-12433,59.8,CLT,Solteiro,Pos_Graduacao,2295.28,29039.2,36,676.5,2,0,-60.12,7773,IP-BBE72,1
PROP-12434,48.5,Estudante,Casado,Fundamental,4213.41,3462.22,24,441.8,1,0,48.53,6814,IP-94F03,1
PROP-12435,61.9, CLT ,Casado,Medio,3553.98,12579.6,12,778.5,1,0,-27.31,6723,IP-4EA65,1
PROP-12436,27.9, CLT ,Solteiro,Superior,8067.49,20871.9,36,533.0,1,2,28.48,4719,IP-B6D96,1
PROP-12437,29.0,CLT,Casado,Medio,7457.44,25808.49,36,606.6,5,2,69.71,1478,IP-23ECB,1
PROP-12438,24.9,Autonomo,Solteiro,Superior,2004.25,20161.1,12,620.5,3,0,-65.65,9062,IP-E5EE0,1
PROP-12439,42.9,CLT,Casado,Superior,1789.28,27942.3,12,654.2,1,1,40.25,8995,IP-5B351,1
PROP-12440,39.9,Autonomo,Casado,Medio,11428.09,11327.64,24,625.2,2,1,4.9,7489,IP-BE8D0,0
PROP-12441,36.3,Autonomo,Solteiro,Medio,4620.61,8069.1,36,560.2,3,0,-45.61,2922,IP-C2AE2,0
PROP-12442,46.9,PJ,Solteiro,Superior,999999.0,3779.25,36,668.0,2,1,21.19,2926,IP-24A83,0
PROP-12443,51.6,PJ,Divorciado,Superior,1651.62,20919.35,48,685.3,3,0,5.19,7990,IP-96ECD,0
PROP-12444,21.2, CLT ,Solteiro,Medio,4540.07,24723.78,36,512.9,5,0,-30.59,9403,IP-75AE5,0
PROP-12445,31.4,CLT,Solteiro,Superior,4656.19,12762.94,12,679.7,2,2,95.17,6008,IP-4E644,1
PROP-12446,47.0,CLT,Solteiro,Superior,9678.79,22248.28,36,786.8,1,0,19.12,4593,IP-8B5FA,0
PROP-12447,32.9,CLT,Casado,Pos_Graduacao,1831.38,3721.19,60,718.8,2,0,-54.68,9303,IP-58C65,1
PROP-12448,29.2,CLT,Casado,Medio,2555.1,5276.68,60,750.5,2,3,16.47,4865,IP-D310C,0
PROP-12449,49.2,CLT,Solteiro,Superior,3591.49,25157.91,48,644.1,3,1,-9.12,1277,IP-87208,1
PROP-12450,23.8,CLT,Solteiro,Superior,9836.68,14146.3,24,488.9,3,0,-56.68,7542,IP-795CE,0
PROP-12451,34.7,Estudante,Solteiro,Medio,13138.88,24154.02,48,506.6,2,1,-11.67,2593,IP-5EA7D,0
PROP-12452,41.6,Autonomo,Solteiro,Superior,22077.69,29446.8,48,664.8,2,1,19.37,7907,IP-C336E,0
PROP-12453,31.7,CLT,Solteiro,Superior,14835.44,30136.54,36,752.0,3,0,-46.39,2851,IP-C581C,0
PROP-12454,46.6,Autonomo,Casado,Fundamental,1425.03,7681.53,24,990.0,4,0,-69.88,7475,IP-9A2F2,0
PROP-12455,31.7,CLT,Solteiro,Medio,1605.31,18047.42,60,757.5,1,2,-68.77,9358,IP-A37BD,0
PROP-12456,53.5, CLT ,Solteiro,Superior,2070.77,26219.58,24,456.1,3,1,-66.22,5994,IP-E4207,1
PROP-12457,36.6,Autonomo,Solteiro,Medio,3201.94,27541.36,12,512.6,2,0,26.71,8860,IP-2A468,1
PROP-12458,45.4,clt,Viuvo,Fundamental,,27894.31,12,939.0,3,0,20.43,9705,IP-E8D1A,0
PROP-12459,46.2, CLT ,Divorciado,Medio,10773.22,9529.52,36,590.0,2,1,-46.06,9598,IP-EF841,0
PROP-12460,31.1,Estudante,Casado,Fundamental,2268.65,8353.65,24,626.7,1,1,-10.79,3616,IP-9AB8D,1
PROP-12461,15.4,Servidor_Publico,Solteiro,Pos_Graduacao,5460.14,21470.41,12,485.5,2,0,-65.62,9903,IP-1E7F9,0
PROP-12462,42.0,Autonomo,Solteiro,Medio,11871.8,26455.83,36,839.1,2,0,-32.39,6259,IP-2980D,0
PROP-12463,38.8,Autonomo,Solteiro,Superior,4017.11,12531.6,48,690.0,1,2,-33.17,2536,IP-ED804,0
PROP-12464,44.1,Autonomo,Solteiro,Fundamental,1859.08,5455.27,36,,1,0,14.95,2890,IP-3F01F,0
PROP-12465,35.5,CLT,Casado,Medio,3971.01,25652.63,24,480.9,0,0,58.9,1957,IP-1E342,1
PROP-12466,33.3, CLT ,Casado,Superior,3379.36,11890.03,36,663.0,2,0,-54.69,3459,IP-C4D89,0
PROP-12467,60.1,CLT,Divorciado,Superior,5020.15,7489.97,12,626.2,5,0,-41.43,1751,IP-B18E1,1
PROP-12468,21.8,clt,Casado,Medio,3825.19,6874.88,24,736.5,1,1,13.65,6893,IP-6BEAC,1
PROP-12469,46.1,Autonomo,Solteiro,Medio,1473.49,12392.02,24,696.6,3,0,-72.0,8081,IP-4D30A,0
PROP-12470,31.7,CLT,Casado,Medio,22885.6,21558.38,48,583.0,3,2,-45.74,4621,IP-C680A,0
PROP-12471,34.3,Estudante,Solteiro,Medio,4693.87,13827.27,24,543.9,3,1,42.83,7987,IP-38BA8,0
PROP-12472,34.5,Servidor_Publico,Solteiro,Superior,4095.36,2681.84,12,597.6,2,1,61.17,8323,IP-ABE34,0
PROP-12473,29.2,AUTONOMO,Casado,Medio,,5197.98,24,542.9,1,0,-46.55,1011,IP-CB30B,0
PROP-12474,44.3,Autonomo,Solteiro,Pos_Graduacao,2111.64,11586.61,24,601.8,3,1,-41.32,5267,IP-8B9E0,1
PROP-12475,53.3,PJ,Solteiro,Superior,2281.08,23770.25,60,622.3,0,0,33.5,4598,IP-75073,1
PROP-12476,43.2,CLT,Solteiro,Medio,8331.41,5251.0,60,494.3,2,0,47.92,4445,IP-D1150,1
PROP-12477,39.1,PJ,Casado,Superior,2669.36,20501.68,12,708.3,3,1,-15.26,5406,IP-EF1E4,1
PROP-12478,27.1,CLT,Casado,Superior,8143.44,5956.23,12,568.1,3,0,-35.34,2118,IP-81F8A,0
PROP-12479,43.7,PJ,Solteiro,Fundamental,2730.62,8983.31,12,502.1,2,0,25.15,3004,IP-ABA34,1
PROP-12480,61.7,CLT,Casado,Medio,1541.75,7682.22,48,570.8,2,1,15.88,9529,IP-21DDC,1
PROP-12481,33.8,Servidor_Publico,Solteiro,Medio,4456.63,4218.54,12,653.9,4,1,-3.83,1063,IP-96D0F,1
PROP-12482,33.9,Servidor_Publico,Solteiro,Pos_Graduacao,,24153.88,12,631.6,1,1,89.81,9912,IP-95DC6,0
PROP-12483,31.8,CLT,Casado,Pos_Graduacao,,17292.32,36,679.1,4,0,10.39,6666,IP-DD867,0
PROP-12484,32.6,clt,Casado,Superior,,29424.76,24,745.8,3,1,-58.89,7609,IP-95BB5,0
PROP-12485,7.8,Estudante,Viuvo,Superior,12201.59,5263.4,12,802.7,4,0,19.02,8127,IP-AD0F9,0
PROP-12486,42.5,clt,Solteiro,Medio,7816.78,6776.19,24,660.0,2,0,-36.21,3417,IP-C4FF2,0
PROP-12487,28.7,PJ,Casado,Superior,2237.47,12113.11,24,470.3,2,0,-10.4,1079,IP-581D8,1
PROP-12488,20.3,Autonomo,Casado,Medio,8162.96,27273.58,36,582.3,1,0,36.39,5060,IP-CC96E,0
PROP-12489,46.3, CLT ,Divorciado,Medio,5711.25,12090.04,60,479.4,4,0,41.16,2052,IP-5CB44,1
PROP-12490,26.1,CLT,Solteiro,Superior,6043.06,15477.82,12,857.6,1,1,-149.36,4067,IP-99AC8,1
PROP-12491,34.3,CLT,Casado,Medio,8898.5,11952.92,24,898.2,1,2,-30.41,2691,IP-54F12,0
PROP-12492,54.1,PJ,Casado,Superior,4982.19,4647.4,60,711.0,3,2,-27.26,8618,IP-29C6C,0
PROP-12493,22.5, CLT ,Solteiro,Pos_Graduacao,4034.94,33001.31,48,740.2,3,0,-2.16,6737,IP-3D326,0
PROP-12494,21.1,Autonomo,Casado,Medio,5651.93,20101.79,24,655.1,4,0,-45.96,6079,IP-C4BF8,0
PROP-12495,41.0,clt,Solteiro,Fundamental,,27998.5,36,671.2,3,1,-16.3,3321,IP-7DEC0,0
PROP-12496,50.6,Autonomo,Casado,Fundamental,,23725.78,12,396.4,1,0,-5.9,3991,IP-448A2,0
PROP-12497,20.7,PJ,Divorciado,Superior,5426.31,18970.39,36,609.6,2,2,-85.77,8568,IP-7C4C6,1
PROP-12498,42.5,Estudante,Casado,Medio,2518.78,4959.38,60,496.6,1,1,-10.44,3288,IP-CB3FF,1
PROP-12499,44.4, CLT ,Casado,Medio,1749.82,23210.21,36,659.4,5,3,46.79,4401,IP-51188,1
PROP-12500,15.3,PJ,Casado,Superior,,7127.22,24,611.7,2,0,-63.65,9856,IP-3A947,0
PROP-12501,46.8,PJ,Solteiro,Medio,5336.7,15674.64,12,892.6,2,0,5.5,2518,IP-99893,1
PROP-12502,47.6,Autonomo,Solteiro,Medio,3288.53,22760.73,36,748.3,1,1,2.61,3225,IP-AEC91,0
PROP-12503,34.6,Estudante,Casado,Fundamental,7261.44,27813.56,36,659.8,3,0,-91.83,2993,IP-39BB6,0
PROP-12504,51.8,CLT,Solteiro,Medio,3375.2,24606.49,36,582.6,1,1,-18.84,6160,IP-D1461,1
PROP-12505,50.5,CLT,Solteiro,Superior,4195.26,24160.61,12,854.6,2,1,-5.51,1260,IP-E357F,0
PROP-12506,39.1,PJ,Casado,Medio,3595.36,6918.39,36,615.8,0,0,61.41,2285,IP-7A7CD,0
PROP-12507,33.0, CLT ,Solteiro,Superior,5816.16,13422.24,36,666.4,0,1,-19.33,1386,IP-674A5,1
PROP-12508,27.3,PJ,Solteiro,Pos_Graduacao,3249.15,3416.1,24,625.9,4,1,17.79,9492,IP-651E6,0
PROP-12509,37.6,Servidor_Publico,Casado,Medio,15334.77,25742.74,24,,0,1,-36.3,2253,IP-4CBB4,0
PROP-12510,44.3,CLT,Solteiro,Medio,12954.92,33435.34,24,625.1,0,1,14.08,6820,IP-35100,0
PROP-12511,34.4,Servidor_Publico,Divorciado,Superior,9313.05,10715.64,36,345.3,1,1,42.86,3793,IP-B7AEF,1
PROP-12512,13.8, CLT ,Divorciado,Superior,12023.85,4893.99,36,403.3,4,0,-83.73,7319,IP-88C62,1
PROP-12513,52.0,Autonomo,Casado,Superior,3904.35,17693.81,48,668.9,2,1,6.16,9599,IP-539B9,0
PROP-12514,40.1,Autonomo,Solteiro,Medio,4628.95,30271.04,24,839.5,2,1,25.88,1409,IP-A5F9E,0
PROP-12515,33.8,Servidor_Publico,Casado,Medio,7091.65,20215.15,60,668.8,2,0,-7.43,9368,IP-92D38,0
PROP-12516,47.4,CLT,Casado,Fundamental,6403.07,3543.65,36,519.1,3,0,11.3,2751,IP-25DEE,0
PROP-12517,54.8,clt,Casado,Pos_Graduacao,10696.54,34150.98,24,418.0,2,1,37.08,7887,IP-6B375,1
PROP-12518,7.2,Autonomo,Solteiro,Superior,6691.78,29345.45,12,729.8,2,0,-68.95,5995,IP-C5304,1
PROP-12519,42.8,AUTONOMO,Casado,Pos_Graduacao,27265.96,6342.6,24,540.6,2,1,18.8,9240,IP-1D910,0
PROP-12520,22.3,Autonomo,Casado,Superior,3199.64,32419.33,60,710.1,3,1,58.84,7955,IP-82C0F,0
PROP-12521,43.5,CLT,Casado,Superior,8916.94,16872.71,24,674.6,1,1,-21.94,4868,IP-36D5F,0
PROP-12522,39.4,CLT,Casado,Medio,6423.7,14272.63,24,687.0,1,0,-32.09,1281,IP-4B154,0
PROP-12523,45.0, CLT ,Casado,Superior,6337.79,17214.76,12,624.7,2,1,-32.25,9660,IP-368D1,1
PROP-12524,32.5,PJ,Casado,Superior,3055.98,29540.87,48,673.7,2,0,14.42,2234,IP-5E2BC,0
PROP-12525,17.4,CLT,Solteiro,Medio,7867.66,23762.83,24,603.3,2,2,70.73,8294,IP-40804,0
PROP-12526,33.0,CLT,Casado,Superior,11086.68,3955.2,24,,2,0,103.55,4388,IP-40032,0
PROP-12527,42.5,Estudante,Solteiro,Superior,2435.73,33600.94,24,485.1,2,1,78.48,5391,IP-8DAFE,1
PROP-12528,49.2,CLT,Solteiro,Superior,5525.05,6876.88,24,286.1,1,1,-17.29,7757,IP-86CD9,1
PROP-12529,25.1,Estudante,Solteiro,Superior,3490.77,26603.74,24,594.6,1,1,-43.01,3769,IP-4232D,1
PROP-12530,49.3,Autonomo,Casado,Pos_Graduacao,20556.09,22992.51,36,832.7,3,0,-77.04,3897,IP-5371C,0
PROP-12531,30.9,PJ,Solteiro,Medio,4137.07,8188.43,48,722.2,1,0,22.31,4931,IP-5462E,0
PROP-12532,42.0,CLT,Casado,Superior,2488.58,7634.16,48,651.9,2,0,146.9,6208,IP-DFC13,0
PROP-12533,32.4,CLT,Casado,Superior,3420.35,30720.81,48,517.2,2,0,10.31,9431,IP-BFF6B,1
PROP-12534,40.0,AUTONOMO,Solteiro,Superior,5855.57,15849.93,12,759.6,3,0,17.13,4058,IP-AEFDF,0
PROP-12535,47.8,PJ,Solteiro,Medio,1732.39,23601.02,48,603.3,5,1,-2.16,9373,IP-A9F2A,1
PROP-12536,24.5,AUTONOMO,Solteiro,Medio,,18634.34,12,840.5,3,1,27.81,3907,IP-C2B4E,0
PROP-12537,30.5,CLT,Divorciado,Pos_Graduacao,12643.03,26002.67,12,482.6,3,3,-31.1,7881,IP-9C5A8,1
PROP-12538,40.0,PJ,Casado,Superior,9378.07,17815.0,60,515.0,2,1,16.24,4209,IP-C8C8B,1
PROP-12539,64.4,PJ,Casado,Pos_Graduacao,1694.3,11483.54,48,501.4,1,0,-14.97,7513,IP-3DB55,0
PROP-12540,28.5,Autonomo,Solteiro,Superior,22480.44,13991.65,36,412.5,2,1,23.86,8962,IP-51115,0
PROP-12541,60.4,PJ,Casado,Superior,6438.9,30349.56,48,488.8,2,0,-0.61,1492,IP-BD181,0
