peca_id,tipo_maquina,material_peca,fluido_corte,turno_operacao,rotacao_rpm,avancao_mm_min,profundidade_corte_mm,desgaste_ferramenta_um,temperatura_mancal_c,pressao_hidraulica_bar,tempo_ciclo_robo_seg,dias_desde_calibracao,ruido_sensor_vibracao_hz,codigo_lote_materia_prima,clp_ip_hash,peca_defeituosa
PEC-85961,Celula_Robotica,Aluminio,Soluvel,Turno_1,3462.8,236.0,2.42,41.9,41.5,117.5,29.9,7,19.09,8324,CLP-E9636,0
PEC-85962, TORNO_CNC ,Latao,Soluvel,Turno_1,4171.0,141.3,0.69,60.5,64.9,129.2,43.1,79,18.77,2167,CLP-88DB2,1
PEC-85963,Fresadora,Aco_Inox,Sintetico,Turno_2,2910.1,248.0,3.39,,60.0,117.4,54.1,58,3.05,1014,CLP-9376B,1
PEC-85964, TORNO_CNC ,Aco_Carbono,Semi_Sintetico,Turno_2,3611.2,217.0,0.62,44.7,67.5,103.9,35.2,53,2.03,5871,CLP-F0612,1
PEC-85965,Centro_Usinagem,Aco_Carbono,Seco,Turno_1,3285.7,266.1,2.48,6.1,58.2,145.0,45.9,82,-13.92,7473,CLP-3EBF9,1
PEC-85966,Centro_Usinagem,Latao,Soluvel,Turno_1,2547.7,236.7,3.2,79.4,80.4,124.7,42.4,88,14.73,4771,CLP-A8190,1
PEC-85967,Torno_CNC,Latao,Semi_Sintetico,Turno_3,2537.7,199.2,1.45,45.4,63.2,140.4,44.7,95,0.76,6229,CLP-B6F97,0
PEC-85968,Celula_Robotica,Aco_Carbono,Seco,Turno_1,2996.6,315.5,2.82,75.4,62.5,103.6,41.5,103,-25.47,2952,CLP-BCBC0,1
PEC-85969,Centro_Usinagem,Aluminio,Sintetico,Turno_1,3356.4,254.1,1.55,56.6,61.2,116.2,49.0,138,7.13,9647,CLP-5741A,1
PEC-85970,Fresadora,Aco_Inox,Soluvel,Turno_2,3595.3,293.1,1.36,16.8,70.7,122.9,43.2,4,-8.06,1859,CLP-52BC8,1
PEC-85971,Torno_CNC,Aluminio,Sintetico,Turno_3,2493.1,259.2,3.77,16.2,69.7,129.9,50.3,62,-11.0,6880,CLP-656C6,1
PEC-85972,Centro_Usinagem,Aco_Carbono,Seco,Turno_1,3493.7,273.2,1.83,61.3,60.3,91.7,42.1,54,-12.95,8380,CLP-D4B21,1
PEC-85973,Centro_Usinagem,Aco_Carbono,Seco,Turno_3,3146.7,182.0,3.76,,65.3,92.1,53.9,69,-10.31,8667,CLP-6F553,1
PEC-85974,Torno_CNC,Aco_Carbono,Sintetico,Turno_1,3201.5,313.9,1.37,9.1,62.0,110.1,45.1,94,8.19,7632,CLP-D1F98,0
PEC-85975,Celula_Robotica,Aco_Inox,Semi_Sintetico,Turno_1,3464.9,293.9,1.92,5.5,75.2,128.2,35.3,67,-6.1,1332,CLP-E52B0,1
PEC-85976,Torno_CNC,Aluminio,Soluvel,Turno_1,3985.7,249.1,0.91,17.4,49.5,109.9,38.2,120,1.36,8354,CLP-712AA,1
PEC-85977,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3336.6,264.4,2.49,8.7,60.9,118.1,35.7,119,16.26,4360,CLP-34D1D,1
PEC-85978,torno_cnc,Aco_Inox,Seco,Turno_1,2589.5,300.1,2.03,61.6,62.7,120.8,36.2,179,0.15,6801,CLP-5FE48,1
PEC-85979,torno_cnc,Aco_Inox,Soluvel,Turno_2,3115.8,231.4,0.52,28.2,81.7,107.6,34.5,148,12.96,3517,CLP-46CE7,1
PEC-85980,Fresadora,Aco_Inox,Soluvel,Turno_1,3583.5,170.8,2.36,15.2,79.1,142.0,36.3,32,21.52,7674,CLP-69A1A,1
PEC-85981,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,3598.3,232.3,0.8,37.3,69.7,108.1,45.0,145,-21.38,8341,CLP-AE0DF,1
PEC-85982,Celula_Robotica,Aco_Inox,Sintetico,Turno_3,3499.6,257.6,3.85,7.6,53.1,89.0,50.9,38,12.97,5555,CLP-35FC8,1
PEC-85983,Torno_CNC,Aco_Inox,Sintetico,Turno_2,2970.5,248.4,2.47,50.3,65.7,105.3,34.2,126,24.98,5719,CLP-294F3,1
PEC-85984,Torno_CNC,Latao,Soluvel,Turno_1,2584.5,315.9,3.26,,87.6,107.5,38.6,103,7.9,1756,CLP-6C97A,1
PEC-85985,Torno_CNC,Aco_Inox,Seco,Turno_2,3465.3,202.0,3.78,5.2,63.2,122.6,51.4,57,-3.46,7361,CLP-DABD8,0
PEC-85986,torno_cnc,Aco_Inox,Seco,Turno_2,2653.6,208.3,0.7,18.5,66.5,123.4,43.7,153,13.06,6588,CLP-7535E,1
PEC-85987,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,3511.9,197.1,1.85,53.5,67.2,128.8,31.3,54,-4.03,6692,CLP-7A93A,1
PEC-85988,Fresadora,Aco_Inox,Soluvel,Turno_2,3512.0,271.4,0.6,12.3,54.8,148.2,45.3,168,47.58,8966,CLP-7BED6,1
PEC-85989,Centro_Usinagem,Aco_Inox,Sintetico,Turno_1,2989.5,173.7,0.7,119.3,55.3,120.4,47.9,75,5.48,9577,CLP-946BD,1
PEC-85990,Torno_CNC,Aco_Inox,Sintetico,Turno_2,3149.4,287.2,0.65,84.4,55.3,132.7,47.5,125,-35.4,7789,CLP-E4341,0
PEC-85991,torno_cnc,Aluminio,Soluvel,Turno_3,3289.4,203.4,2.41,57.7,61.4,113.3,63.0,137,-13.68,1303,CLP-2E2C9,1
PEC-85992, TORNO_CNC ,Aco_Inox,Soluvel,Turno_1,2923.3,211.3,2.3,7.9,70.3,124.3,39.0,132,10.8,5407,CLP-5BFB7,1
PEC-85993, TORNO_CNC ,Aco_Inox,Soluvel,Turno_1,2578.2,338.5,0.74,20.3,67.0,114.8,53.8,152,-13.11,1209,CLP-8B22B,1
PEC-85994,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,3182.4,311.6,1.55,17.4,71.1,117.8,44.8,12,-14.36,1648,CLP-733BC,0
PEC-85995,Fresadora,Aluminio,Soluvel,Turno_3,3229.3,256.0,1.48,10.2,90.9,122.5,48.7,41,1.16,4685,CLP-932DB,1
PEC-85996,torno_cnc,Latao,Sintetico,Turno_2,3812.5,184.4,1.69,280.5,96.1,134.8,39.8,105,2.86,8141,CLP-591D7,1
PEC-85997,Fresadora,Aluminio,Sintetico,Turno_1,2848.1,350.7,3.06,10.6,66.1,119.2,39.6,113,-4.12,8610,CLP-83ECD,0
PEC-85998, TORNO_CNC ,Aco_Inox,Semi_Sintetico,Turno_2,3680.8,240.2,3.29,18.3,76.1,119.2,35.0,108,2.4,5245,CLP-F2968,1
PEC-85999,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,2683.8,262.4,1.86,79.3,72.9,124.7,33.3,135,39.74,2200,CLP-B7159,1
PEC-86000,Fresadora,Aco_Inox,Semi_Sintetico,Turno_2,2594.9,295.6,3.65,10.5,77.9,133.2,50.4,176,-10.54,5983,CLP-9382D,1
PEC-86001,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3064.6,151.9,2.17,27.2,77.5,98.9,40.7,23,-15.74,8372,CLP-F2FB2,1
PEC-86002,Centro_Usinagem,Aluminio,Soluvel,Turno_3,2776.6,218.0,2.59,135.1,58.7,123.7,65.4,80,-8.8,6327,CLP-CADC8,1
PEC-86003,Fresadora,Aluminio,Semi_Sintetico,Turno_1,2588.6,246.6,1.08,,88.8,100.0,41.2,132,12.56,1060,CLP-3218D,1
PEC-86004,Torno_CNC,Aco_Carbono,Sintetico,Turno_2,4074.9,256.5,1.43,,83.4,139.6,50.4,114,7.57,1496,CLP-53595,1
PEC-86005,Celula_Robotica,Latao,Soluvel,Turno_2,2996.8,184.8,3.41,7.9,76.6,125.1,45.4,60,-15.4,7174,CLP-B9958,1
PEC-86006,torno_cnc,Aco_Inox,Sintetico,Turno_3,4240.1,266.3,4.41,37.1,73.2,138.4,30.4,66,-9.47,1624,CLP-3229D,1
PEC-86007,Torno_CNC,Aluminio,Seco,Turno_2,2752.4,251.7,3.32,19.5,69.8,95.0,34.2,45,7.86,8174,CLP-992EA,1
PEC-86008,Fresadora,Aluminio,Sintetico,Turno_2,2431.2,333.4,0.72,47.1,67.5,117.5,32.9,56,-23.59,9212,CLP-95535,1
PEC-86009,Torno_CNC,Latao,Semi_Sintetico,Turno_1,3781.1,300.0,1.07,24.9,74.5,133.1,56.8,128,9.01,8854,CLP-4F70B,1
PEC-86010,Centro_Usinagem,Aco_Carbono,Seco,Turno_2,2873.0,236.5,2.28,17.4,68.0,141.1,55.4,143,8.5,8839,CLP-4CB03,1
PEC-86011,Centro_Usinagem,Latao,Sintetico,Turno_3,3262.5,240.2,3.43,32.6,69.5,125.3,60.4,124,8.93,3350,CLP-84944,1
PEC-86012,Celula_Robotica,Aco_Inox,Sintetico,Turno_3,2590.0,300.7,1.16,10.3,65.3,113.6,27.2,174,-3.99,7646,CLP-F2524,0
PEC-86013,torno_cnc,Aco_Carbono,Soluvel,Turno_2,3182.8,264.2,3.5,64.0,63.4,116.0,34.0,147,2.22,6626,CLP-A8BB2,1
PEC-86014, TORNO_CNC ,Aco_Inox,Soluvel,Turno_1,2582.8,181.4,2.72,53.6,88.0,104.4,49.8,59,7.56,3665,CLP-DEB4D,1
PEC-86015,Fresadora,Aco_Inox,Sintetico,Turno_3,3166.7,354.7,3.6,,67.5,141.9,38.9,92,-1.38,4036,CLP-BE484,1
PEC-86016,Torno_CNC,Latao,Semi_Sintetico,Turno_1,,200.5,2.73,21.0,61.6,129.8,50.6,27,-24.77,8356,CLP-48E87,1
PEC-86017,torno_cnc,Aco_Inox,Soluvel,Turno_1,3303.6,373.9,2.91,91.4,68.5,117.3,41.4,51,28.17,9336,CLP-40A73,1
PEC-86018,torno_cnc,Latao,Seco,Turno_2,3481.6,271.4,1.49,40.2,52.0,128.2,40.6,157,0.12,3767,CLP-4066E,1
PEC-86019,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3308.5,218.2,3.38,,77.8,118.3,30.5,56,8.57,3500,CLP-20D40,1
PEC-86020, TORNO_CNC ,Aco_Carbono,Sintetico,Turno_3,3403.0,131.6,3.88,62.5,66.7,115.5,40.4,166,4.56,4819,CLP-B8762,1
PEC-86021,Centro_Usinagem,Aco_Inox,Soluvel,Turno_2,3150.9,288.8,3.99,40.3,62.6,108.7,48.0,99,37.48,7642,CLP-6F9CB,1
PEC-86022,Centro_Usinagem,Aco_Inox,Soluvel,Turno_2,3004.1,172.5,0.62,9.8,61.4,108.9,37.1,62,-11.88,1012,CLP-4C633,0
PEC-86023,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_2,3411.6,267.9,3.0,9.2,47.6,125.7,45.5,51,17.74,7288,CLP-8E464,0
PEC-86024,Torno_CNC,Aluminio,Soluvel,Turno_3,3149.8,346.7,4.46,,88.4,135.7,36.6,86,-1.45,1959,CLP-20A03,1
PEC-86025,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3167.0,193.1,2.85,16.9,68.9,115.0,38.8,167,-17.93,2875,CLP-8C9F5,1
PEC-86026,Centro_Usinagem,Aluminio,Sintetico,Turno_1,3379.0,286.9,1.19,43.1,88.2,108.1,39.4,87,-3.7,3072,CLP-91FB0,1
PEC-86027,Torno_CNC,Aco_Inox,Sintetico,Turno_3,2735.1,209.4,4.01,,63.5,134.3,48.7,84,25.8,1787,CLP-7AD4E,0
PEC-86028,Fresadora,Aco_Inox,Semi_Sintetico,Turno_1,3843.3,306.7,1.56,33.5,72.1,121.2,51.9,54,-6.63,1570,CLP-4A046,1
PEC-86029,Torno_CNC,Aco_Inox,Seco,Turno_1,3087.8,253.3,0.68,14.2,75.4,86.5,59.7,36,-5.63,7880,CLP-51258,1
PEC-86030,Fresadora,Aluminio,Soluvel,Turno_2,3255.9,249.0,2.22,10.3,72.5,109.4,51.2,147,-22.67,8876,CLP-B8CE5,1
PEC-86031, TORNO_CNC ,Aco_Carbono,Sintetico,Turno_1,3180.0,310.4,0.9,57.0,61.2,127.0,47.9,23,14.14,8188,CLP-7F911,1
PEC-86032,Fresadora,Aco_Carbono,Sintetico,Turno_3,3493.7,281.3,0.96,63.0,45.4,108.2,59.2,75,9.2,4273,CLP-E45EF,0
PEC-86033,Torno_CNC,Aco_Inox,Seco,Turno_2,3352.6,209.8,2.35,49.0,93.7,120.8,47.2,61,-4.49,2406,CLP-D1CEE,1
PEC-86034,Fresadora,Aluminio,Seco,Turno_3,3177.5,339.4,2.95,,57.8,101.3,49.9,1,-10.12,6203,CLP-B7A65,0
PEC-86035,Torno_CNC,Aco_Carbono,Sintetico,Turno_1,3851.9,173.2,4.12,,97.0,113.8,52.7,131,-3.1,7385,CLP-51B08,1
PEC-86036,Fresadora,Aco_Inox,Sintetico,Turno_3,1758.5,263.8,3.32,20.7,59.4,103.7,46.4,176,-9.89,4544,CLP-AE961,0
PEC-86037,Centro_Usinagem,Aluminio,Soluvel,Turno_1,,208.9,3.87,46.1,83.1,101.5,44.5,83,6.72,4360,CLP-63313,1
PEC-86038,Torno_CNC,Aluminio,Soluvel,Turno_1,3614.1,175.6,2.15,54.3,73.6,108.6,43.7,71,16.65,6069,CLP-90A96,1
PEC-86039,Centro_Usinagem,Aco_Inox,Sintetico,Turno_1,2373.9,193.3,1.77,39.6,74.2,133.1,40.4,175,16.53,9126,CLP-CBAA4,1
PEC-86040,torno_cnc,Aco_Inox,Sintetico,Turno_2,3618.2,247.5,2.87,59.5,59.1,126.3,41.0,101,27.29,7967,CLP-BBD79,1
PEC-86041,Torno_CNC,Aco_Inox,Sintetico,Turno_1,3676.3,267.5,3.28,24.5,61.7,150.8,53.5,17,26.27,6131,CLP-1DDF5,1
PEC-86042, TORNO_CNC ,Aluminio,Sintetico,Turno_2,3452.8,302.9,2.77,32.3,61.9,111.0,36.2,10,-15.75,1979,CLP-50204,1
PEC-86043,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2498.4,323.8,1.56,7.3,68.3,135.3,46.1,36,-26.47,3360,CLP-28229,1
PEC-86044,Fresadora,Aco_Inox,Sintetico,Turno_1,3507.2,263.9,1.98,24.5,64.0,147.9,44.8,166,2.21,8163,CLP-88DF7,1
PEC-86045,Fresadora,Aco_Inox,Soluvel,Turno_2,3653.2,227.8,2.29,24.8,60.1,136.8,33.6,41,-15.34,7641,CLP-8FE05,0
PEC-86046,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2942.5,302.0,0.56,,55.2,137.0,51.7,43,-10.79,9266,CLP-E3A94,0
PEC-86047,torno_cnc,Aco_Inox,Soluvel,Turno_3,3398.5,219.3,4.02,21.6,56.4,121.8,34.3,150,6.16,6809,CLP-35BEE,1
PEC-86048,Centro_Usinagem,Latao,Semi_Sintetico,Turno_2,3041.1,170.2,2.55,14.5,71.4,123.5,39.0,165,7.83,2596,CLP-4C585,1
PEC-86049,Celula_Robotica,Aco_Inox,Soluvel,Turno_3,3598.4,297.0,3.5,14.5,56.6,106.2,44.3,121,-4.59,4814,CLP-3908B,1
PEC-86050,torno_cnc,Aluminio,Semi_Sintetico,Turno_1,3058.9,316.2,1.19,,51.8,79.9,56.9,30,9.17,1772,CLP-24E2C,0
PEC-86051,Celula_Robotica,Aco_Inox,Soluvel,Turno_3,2938.9,208.9,2.73,47.3,66.7,123.1,49.2,33,18.24,1464,CLP-B57FF,0
PEC-86052,torno_cnc,Aluminio,Soluvel,Turno_2,3182.3,348.0,4.2,39.1,38.8,105.6,47.5,111,12.6,2876,CLP-2CF89,1
PEC-86053, TORNO_CNC ,Aluminio,Seco,Turno_3,2596.3,279.2,1.36,35.3,64.9,113.6,55.8,113,-7.43,1194,CLP-4FA24,1
PEC-86054,Centro_Usinagem,Aco_Inox,Sintetico,Turno_1,3137.6,271.7,1.88,31.5,65.9,107.6,42.9,22,1.73,3179,CLP-3030B,1
PEC-86055, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_2,3362.9,224.2,2.05,21.0,71.8,124.9,61.0,170,-1.35,1356,CLP-529EC,1
PEC-86056, TORNO_CNC ,Aluminio,Soluvel,Turno_3,3591.5,300.9,2.03,56.2,69.1,117.0,49.0,144,-10.99,7668,CLP-DC12A,1
PEC-86057, TORNO_CNC ,Aco_Carbono,Seco,Turno_1,3312.0,173.8,2.9,94.3,49.7,138.9,46.1,67,18.59,1514,CLP-F2AC1,1
PEC-86058,Centro_Usinagem,Aluminio,Soluvel,Turno_2,2555.3,233.0,2.08,25.3,62.8,109.2,30.6,174,-3.39,7982,CLP-BF1C1,1
PEC-86059,Centro_Usinagem,Latao,Sintetico,Turno_3,3808.5,213.3,3.2,23.4,72.8,122.7,52.8,17,-18.98,7414,CLP-81493,1
PEC-86060, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_2,,184.6,2.44,11.2,70.0,117.1,49.3,75,-0.66,9432,CLP-3EF56,0
PEC-86061,Torno_CNC,Latao,Soluvel,Turno_1,3250.7,293.1,1.13,43.9,55.6,115.6,43.2,17,-16.51,8678,CLP-EC191,0
PEC-86062, TORNO_CNC ,Aluminio,Soluvel,Turno_2,2861.6,267.1,4.29,33.6,70.0,118.8,41.0,115,-28.17,4742,CLP-AB4E8,1
PEC-86063,torno_cnc,Aluminio,Sintetico,Turno_1,2960.8,290.2,1.46,159.8,76.0,142.8,61.1,108,4.45,7926,CLP-906BA,1
PEC-86064,Torno_CNC,Aco_Carbono,Sintetico,Turno_3,3108.4,236.1,2.75,35.7,53.3,132.6,38.6,94,-23.52,1106,CLP-98889,1
PEC-86065,Fresadora,Aco_Carbono,Soluvel,Turno_1,3325.4,299.3,0.74,16.9,41.5,113.2,47.8,134,13.96,1310,CLP-92FBD,0
PEC-86066, TORNO_CNC ,Latao,Semi_Sintetico,Turno_1,3063.0,253.9,4.17,34.0,86.3,110.8,45.3,177,16.82,3617,CLP-EBB42,1
PEC-86067,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_1,2813.7,226.4,4.21,151.3,68.8,108.3,50.5,17,18.6,6200,CLP-D3122,1
PEC-86068,Torno_CNC,Aco_Carbono,Seco,Turno_2,3660.4,218.1,1.96,50.0,59.5,121.7,29.6,64,6.85,2621,CLP-36A8B,1
PEC-86069,Torno_CNC,Aco_Inox,Soluvel,Turno_3,3315.8,150.9,0.98,,59.1,97.3,50.4,77,-6.77,3414,CLP-40337,0
PEC-86070,Celula_Robotica,Aluminio,Soluvel,Turno_1,2726.4,308.2,3.58,19.7,66.8,116.8,57.8,106,-4.96,6855,CLP-73998,1
PEC-86071,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_1,3331.1,302.5,1.55,17.4,77.5,125.7,29.8,19,-7.49,8276,CLP-7FBBC,1
PEC-86072,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3272.8,396.4,3.3,73.0,46.9,109.1,37.4,18,-27.3,6406,CLP-641EB,1
PEC-86073, TORNO_CNC ,Latao,Soluvel,Turno_3,2876.9,233.3,4.16,38.1,60.2,120.6,49.5,161,25.01,1351,CLP-92444,1
PEC-86074,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_2,3737.8,216.7,2.86,63.1,84.8,124.0,43.9,2,10.82,9787,CLP-8A6B3,1
PEC-86075,Torno_CNC,Aluminio,Soluvel,Turno_1,3260.7,164.9,3.94,11.8,74.9,93.6,50.4,63,-12.97,7073,CLP-CA1A1,1
PEC-86076,Torno_CNC,Aluminio,Soluvel,Turno_2,3102.5,298.0,1.4,88.5,73.9,123.1,51.0,108,-1.56,8752,CLP-7CF67,1
PEC-86077,torno_cnc,Aco_Inox,Soluvel,Turno_1,3162.4,286.5,4.14,7.1,69.9,113.1,46.8,89,-0.47,7580,CLP-8952F,1
PEC-86078,torno_cnc,Aco_Inox,Semi_Sintetico,Turno_2,,327.6,1.41,,68.7,147.7,59.1,23,3.39,2929,CLP-8E31B,1
PEC-86079, TORNO_CNC ,Aluminio,Soluvel,Turno_1,3167.5,204.2,1.4,5.5,59.4,123.0,51.0,133,-1.68,2630,CLP-9F0BA,1
PEC-86080, TORNO_CNC ,Aco_Inox,Semi_Sintetico,Turno_3,3163.8,285.8,4.02,12.1,58.3,106.2,34.4,144,3.02,2123,CLP-D9CF7,1
PEC-86081,Celula_Robotica,Aco_Carbono,Sintetico,Turno_3,3679.7,223.9,2.72,119.7,74.7,92.7,50.6,11,-15.51,3582,CLP-280C9,1
PEC-86082, TORNO_CNC ,Latao,Sintetico,Turno_3,2561.7,317.2,3.7,7.9,58.5,119.3,44.7,157,0.28,1184,CLP-E77EC,1
PEC-86083,Torno_CNC,Aco_Inox,Soluvel,Turno_2,2636.8,276.8,3.71,10.5,68.4,139.6,49.4,137,6.36,5633,CLP-1B176,1
PEC-86084,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3549.6,172.2,3.09,95.6,66.8,110.9,54.3,126,14.56,7938,CLP-B9FAB,1
PEC-86085, TORNO_CNC ,Aluminio,Sintetico,Turno_1,4287.1,243.4,1.26,48.3,91.3,124.7,57.9,146,-25.09,3723,CLP-C96A1,1
PEC-86086,Fresadora,Aco_Carbono,Soluvel,Turno_2,3594.4,152.6,3.27,23.3,63.1,131.1,45.7,18,12.47,5639,CLP-6CE12,1
PEC-86087,Torno_CNC,Aco_Inox,Seco,Turno_2,4038.9,191.8,0.75,7.5,79.0,130.3,51.7,57,-11.01,1410,CLP-9A86C,1
PEC-86088,Fresadora,Aco_Inox,Soluvel,Turno_3,3004.5,194.9,1.3,58.8,73.5,119.9,36.4,166,-5.59,8949,CLP-BCBAD,1
PEC-86089,Torno_CNC,Aluminio,Sintetico,Turno_1,2913.3,218.0,3.07,28.8,63.6,110.1,41.3,27,13.73,1462,CLP-4774E,1
PEC-86090, TORNO_CNC ,Latao,Soluvel,Turno_3,3405.4,236.9,4.13,18.7,50.1,116.1,40.5,100,8.87,2405,CLP-1D54A,1
PEC-86091,Fresadora,Aco_Inox,Semi_Sintetico,Turno_2,3629.1,258.2,3.59,20.7,64.4,104.0,53.3,58,7.22,3522,CLP-7E539,1
PEC-86092,Torno_CNC,Aluminio,Soluvel,Turno_1,2609.8,255.7,1.83,29.6,75.8,105.9,58.8,38,8.59,2309,CLP-3B7E0,1
PEC-86093,torno_cnc,Latao,Soluvel,Turno_2,3104.1,248.8,3.79,33.0,50.3,134.8,70.5,9,-1.76,1672,CLP-9E98B,0
PEC-86094,Torno_CNC,Aluminio,Semi_Sintetico,Turno_3,3187.8,266.6,4.37,64.7,75.0,125.0,51.9,77,-6.49,8850,CLP-69263,1
PEC-86095,Fresadora,Aco_Carbono,Sintetico,Turno_3,2894.5,187.5,1.83,56.7,81.1,124.3,54.0,18,28.4,7137,CLP-B976F,1
PEC-86096,Torno_CNC,Aluminio,Sintetico,Turno_2,2947.0,253.7,1.25,56.0,66.2,109.2,31.2,65,-1.02,9583,CLP-848E8,0
PEC-86097,Centro_Usinagem,Latao,Sintetico,Turno_1,3579.4,321.7,1.29,50.7,76.0,138.0,30.7,87,36.84,2852,CLP-41E53,1
PEC-86098,Torno_CNC,Aluminio,Sintetico,Turno_3,3411.4,241.7,2.1,54.6,66.7,116.5,38.0,37,-2.11,2044,CLP-A2492,0
PEC-86099,Centro_Usinagem,Aco_Carbono,Soluvel,Turno_2,3559.3,274.7,0.71,44.6,71.9,122.0,35.0,32,-18.72,1736,CLP-20F45,1
PEC-86100, TORNO_CNC ,Aluminio,Soluvel,Turno_1,3351.6,270.1,2.45,75.9,82.9,137.5,49.1,54,-18.07,4208,CLP-700BE,1
PEC-86101,Fresadora,Aco_Carbono,Semi_Sintetico,Turno_1,2807.0,293.1,3.43,33.5,46.4,109.2,58.9,155,3.07,8638,CLP-9A0D8,0
PEC-86102,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3390.4,264.4,2.62,30.8,55.8,110.5,45.1,146,3.33,2609,CLP-66435,1
PEC-86103,Centro_Usinagem,Aco_Inox,Sintetico,Turno_1,2771.6,292.3,4.38,47.3,80.0,135.5,39.8,48,13.49,4836,CLP-3F221,1
PEC-86104,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,3059.7,275.4,2.35,11.4,82.2,132.2,47.4,111,22.19,5541,CLP-5E890,1
PEC-86105,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2733.7,282.9,0.55,57.5,48.1,125.2,39.2,123,-2.82,9219,CLP-AF525,0
PEC-86106, TORNO_CNC ,Aluminio,Soluvel,Turno_1,2925.1,272.1,2.38,101.3,83.7,87.3,40.7,38,-8.67,9426,CLP-1D32E,1
PEC-86107,Torno_CNC,Aco_Inox,Sintetico,Turno_1,3240.7,199.7,4.22,17.3,34.1,139.2,43.4,53,20.43,6098,CLP-9AF55,1
PEC-86108,Torno_CNC,Aco_Carbono,Sintetico,Turno_2,2994.1,191.5,0.88,38.1,72.5,110.9,48.1,63,-21.58,2753,CLP-25687,1
PEC-86109,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,2802.6,232.3,1.39,6.2,67.6,111.3,31.7,176,-37.72,4634,CLP-DC49D,1
PEC-86110,Celula_Robotica,Aco_Carbono,Soluvel,Turno_1,3712.0,327.6,3.36,55.8,56.2,117.0,28.8,1,6.89,2832,CLP-2EF93,1
PEC-86111, TORNO_CNC ,Aluminio,Seco,Turno_1,3146.2,241.4,1.68,33.7,56.9,102.0,38.1,171,-10.75,9982,CLP-58227,1
PEC-86112,Celula_Robotica,Aco_Inox,Soluvel,Turno_2,2962.4,265.5,3.56,44.2,57.4,138.3,49.2,1,-8.86,9003,CLP-39F3B,1
PEC-86113,torno_cnc,Aluminio,Semi_Sintetico,Turno_1,2712.9,151.6,2.18,10.4,62.6,122.6,34.9,97,3.64,4806,CLP-BEABA,1
PEC-86114,Torno_CNC,Aco_Inox,Seco,Turno_2,2357.6,259.7,3.68,63.0,88.8,130.5,59.7,138,-5.8,2563,CLP-BFDFA,1
PEC-86115,Fresadora,Aco_Inox,Seco,Turno_1,3100.1,254.3,2.71,15.3,74.9,108.4,51.8,6,12.6,1841,CLP-F39E9,0
PEC-86116,Fresadora,Aco_Inox,Semi_Sintetico,Turno_1,2579.8,116.3,0.83,45.4,82.2,134.8,50.4,109,-6.02,5726,CLP-4090B,1
PEC-86117,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,3520.4,264.5,2.04,36.5,61.1,141.4,51.8,152,-22.26,6665,CLP-A3D01,1
PEC-86118,Torno_CNC,Latao,Seco,Turno_1,3213.3,167.5,1.83,42.1,67.8,100.9,48.4,9,-17.3,6430,CLP-8D0FF,1
PEC-86119,Fresadora,Aco_Inox,Semi_Sintetico,Turno_1,3901.3,213.7,3.74,6.8,52.1,103.1,49.1,161,-0.82,6457,CLP-4802B,1
PEC-86120,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,3300.4,299.7,3.0,52.4,61.7,107.9,54.9,15,37.67,5381,CLP-B0D79,1
PEC-86121,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2873.0,257.9,3.61,60.5,58.4,133.9,53.0,38,3.94,2062,CLP-B7B90,1
PEC-86122,Torno_CNC,Aluminio,Seco,Turno_2,2354.0,227.6,1.99,27.5,70.9,122.7,47.4,136,2.01,2149,CLP-2E13A,1
PEC-86123,Celula_Robotica,Aco_Inox,Semi_Sintetico,Turno_1,3562.9,223.3,3.27,,56.5,119.0,60.4,114,32.76,3514,CLP-9C96B,1
PEC-86124,Centro_Usinagem,Aluminio,Semi_Sintetico,Turno_3,2615.5,229.1,0.76,19.7,55.0,125.5,45.6,90,-3.36,6347,CLP-AD22C,0
PEC-86125,Fresadora,Aco_Carbono,Soluvel,Turno_3,,258.0,0.65,97.0,69.8,149.0,41.4,10,-1.88,1868,CLP-E60FD,1
