equipamento_id,tempo_operacao_horas,tipo_combustivel,turno_trabalho,regiao_instalacao,temperatura_celsius,vibracao_mm_s,pressao_psi,dias_desde_ultima_revisao,historico_falhas_anteriores,ruido_frequencia_hz,tag_rfid_inventario,firmware_serial_hash,falha_maquina
EQP-37479,2780.7,Diesel,Noite,Oeste,63.8,6.82,82.0,229,0,-17.57,599486,FW-75F7D,1
EQP-37480,,Hibrido,Manha,Sul,88.6,3.67,109.6,206,0,26.39,379017,FW-EA73F,1
EQP-37481,1306.2,Diesel,Tarde,Leste,62.3,4.59,96.4,290,2,29.79,524832,FW-6D7FA,0
EQP-37482,3605.7,Eletrico,Noite,Norte,61.3,6.17,96.9,133,1,-36.58,955852,FW-74C6B,1
EQP-37483,928.1,Eletrico,Manha,Oeste,90.5,4.51,105.4,207,0,-2.34,732106,FW-207D6,1
EQP-37484,13096.8,Hibrido,Manha,Leste,47.5,1.77,80.3,212,1,-23.45,398577,FW-A041E,0
EQP-37485,6444.9, DIESEL ,Noite,Sul,84.9,0.66,108.1,146,3,16.02,737872,FW-AF5B0,1
EQP-37486,12896.2,Diesel,Noite,Leste,76.1,7.99,95.6,34,2,38.41,807237,FW-A93BA,1
EQP-37487,8850.2,Eletrico,Tarde,Sul,83.0,8.58,114.2,88,0,-3.76,818429,FW-A7072,1
EQP-37488,13379.9,Eletrico,Tarde,Leste,84.3,1.63,85.7,236,2,-9.62,537277,FW-C68EF,1
EQP-37489,11548.0,Hibrido,Tarde,Sul,66.2,5.64,102.5,47,0,-8.83,770595,FW-81513,1
EQP-37490,13386.0,Hibrido,Tarde,Sul,93.6,2.68,57.2,3,2,24.84,716559,FW-6F8BB,1
EQP-37491,13505.9,diesel,Manha,Sul,82.0,2.04,108.1,349,1,-1.54,719815,FW-438B4,1
EQP-37492,10120.6,Diesel,Manha,Oeste,62.7,,115.1,238,1,-23.37,113087,FW-B58F4,0
EQP-37493,13705.2, DIESEL ,Tarde,Leste,100.1,6.71,114.6,357,0,-38.33,502575,FW-9E458,1
EQP-37494,14644.6,Eletrico,Tarde,Oeste,65.4,2.98,79.9,329,0,4.85,229122,FW-3D940,1
EQP-37495,13638.5,Gas_Natural,Tarde,Leste,96.7,2.36,93.9,247,0,-54.37,590591,FW-608A8,0
EQP-37496,5703.8,Diesel,Noite,Oeste,63.1,5.47,67.5,351,0,-37.37,959891,FW-A7098,1
EQP-37497,5285.7, DIESEL ,Manha,Norte,71.2,3.88,97.7,279,2,-4.06,625826,FW-98CAC,1
EQP-37498,9627.0,Gas_Natural,Tarde,Norte,65.4,12.17,104.7,334,1,-1.27,267520,FW-5301F,1
EQP-37499,2893.5,Diesel,Noite,Leste,101.9,7.38,122.2,221,0,-38.93,674709,FW-3C8B2,1
EQP-37500,14134.7,diesel,Manha,Norte,63.6,10.19,123.5,72,1,-14.45,947586,FW-696DD,1
EQP-37501,6345.4,Diesel,Tarde,Oeste,74.0,1.66,102.9,176,0,37.45,608596,FW-A60E0,1
EQP-37502,2517.3,Diesel,Noite,Norte,77.9,5.13,114.9,359,1,-62.75,111703,FW-3784E,1
EQP-37503,14587.7,Diesel,Tarde,Oeste,76.6,1.86,86.4,165,0,-12.86,636260,FW-67336,0
EQP-37504,12329.4,diesel,Tarde,Leste,70.1,1.18,108.1,47,0,-22.8,899657,FW-210D7,0
EQP-37505,10090.0,diesel,Noite,Leste,38.8,2.02,97.4,291,1,27.91,730710,FW-E4F44,0
EQP-37506,873.1,diesel,Tarde,Sul,88.8,1.26,108.2,12,0,52.28,753288,FW-66689,1
EQP-37507,8704.5, DIESEL ,Manha,Oeste,94.0,1.71,113.9,316,0,-34.91,934676,FW-9081E,1
EQP-37508,5223.2,Diesel,Noite,Norte,69.5,9.31,101.1,235,1,37.23,360247,FW-45C5A,1
EQP-37509,7286.4,Diesel,Manha,Norte,69.2,3.91,107.1,302,2,29.53,243967,FW-9EAB8,1
EQP-37510,13289.0,Diesel,Noite,Leste,96.6,1.06,91.8,8,1,-6.25,607272,FW-CF485,1
EQP-37511,1027.6, DIESEL ,Tarde,Norte,71.6,0.61,79.7,97,2,49.71,211355,FW-4FBD2,0
EQP-37512,7265.7,diesel,Manha,Oeste,96.3,0.75,84.5,143,2,-20.82,561171,FW-A874A,1
EQP-37513,4518.7,Eletrico,Tarde,Norte,29.6,4.12,106.1,115,1,3.18,983064,FW-B6F7F,0
EQP-37514,4568.8,Eletrico,Manha,Oeste,84.1,4.72,78.5,363,0,-0.07,417612,FW-1E7BB,1
EQP-37515,10283.2,Eletrico,Manha,Leste,77.5,1.78,104.6,20,1,-27.45,129116,FW-D2D20,1
EQP-37516,8860.7,Eletrico,Tarde,Leste,61.4,2.6,91.2,343,0,-52.27,244384,FW-24308,1
EQP-37517,2907.4,Gas_Natural,Tarde,Leste,72.3,5.77,92.1,130,1,9.21,677254,FW-483E8,0
EQP-37518,7361.8,Eletrico,Noite,Leste,101.3,5.95,104.1,51,0,-55.15,928531,FW-217C1,1
EQP-37519,2229.1,Eletrico,Noite,Norte,77.6,5.1,113.9,93,0,-3.2,818217,FW-60D30,1
EQP-37520,5731.5, DIESEL ,Tarde,Norte,52.0,9.62,75.9,136,0,-58.7,539996,FW-A39FD,1
EQP-37521,3457.9,Gas_Natural,Tarde,Norte,71.5,0.75,100.5,64,2,-20.19,791380,FW-BFDDE,1
EQP-37522,4198.6, DIESEL ,Noite,Oeste,72.3,3.45,102.5,358,0,-8.42,642372,FW-2943D,1
EQP-37523,,Diesel,Noite,Leste,83.9,3.77,87.8,307,0,22.73,327284,FW-56E13,1
EQP-37524,1287.4,Eletrico,Manha,Oeste,82.9,2.61,97.7,92,0,42.83,494050,FW-1EB5A,1
EQP-37525,2386.5,Gas_Natural,Manha,Leste,78.8,6.61,108.8,99,0,-42.21,334036,FW-CE871,0
EQP-37526,9898.1,Eletrico,Manha,Sul,73.3,10.38,110.4,242,2,17.97,809931,FW-8C6B9,1
EQP-37527,3308.5,diesel,Manha,Leste,75.5,2.93,93.2,158,1,-3.01,973608,FW-BA70D,1
EQP-37528,2655.7,Eletrico,Manha,Sul,87.0,0.57,91.5,104,0,-24.19,606650,FW-A7FE6,1
EQP-37529,5514.6, DIESEL ,Tarde,Norte,68.1,,91.8,40,1,-21.34,269722,FW-39F3B,0
EQP-37530,457.4,Eletrico,Tarde,Norte,61.8,11.24,100.9,257,0,36.31,333562,FW-C3CD6,1
EQP-37531,8139.8,Diesel,Manha,Norte,92.3,4.21,108.2,119,0,-18.08,963483,FW-DDD90,0
EQP-37532,,diesel,Noite,Sul,91.8,6.83,122.8,194,1,-94.7,799908,FW-395A2,1
EQP-37533,8462.3,Diesel,Manha,Norte,88.2,17.83,115.7,269,1,26.11,429463,FW-8512A,1
EQP-37534,,Diesel,Noite,Sul,94.6,0.6,87.0,241,0,-0.36,737162,FW-B29C6,0
EQP-37535,1622.9,Diesel,Noite,Leste,33.7,4.16,90.1,354,2,35.46,545005,FW-D9310,1
EQP-37536,4379.7,Diesel,Tarde,Norte,125.5,,109.0,360,1,-68.75,659151,FW-28826,1
EQP-37537,2632.9,Hibrido,Noite,Leste,83.0,2.82,81.6,346,0,42.74,777185,FW-464BB,1
EQP-37538,567.0,Eletrico,Tarde,Leste,78.8,7.95,129.2,345,0,-4.43,643095,FW-6F238,1
EQP-37539,11918.7,Diesel,Tarde,Leste,50.8,6.33,100.2,112,0,-24.96,274758,FW-CA8AF,1
EQP-37540,13231.0,Eletrico,Tarde,Norte,58.6,1.7,112.2,223,0,-55.65,175791,FW-530D7,1
EQP-37541,6179.4,Gas_Natural,Manha,Leste,84.3,10.39,111.1,342,1,7.11,508098,FW-68C7C,1
EQP-37542,4123.1,Gas_Natural,Manha,Sul,48.0,3.68,82.9,114,1,-17.03,480111,FW-E123B,0
EQP-37543,4348.0, DIESEL ,Manha,Sul,67.8,0.54,102.3,88,2,-51.89,735248,FW-32123,1
EQP-37544,7301.7,Eletrico,Tarde,Leste,82.8,,97.7,209,4,4.86,825359,FW-6E982,1
EQP-37545,263.1,Diesel,Noite,Sul,59.1,0.63,104.6,130,2,13.94,462084,FW-A3F7F,0
EQP-37546,7079.9,Hibrido,Noite,Leste,85.2,7.19,101.1,17,0,-13.93,339733,FW-B47C8,0
EQP-37547,1392.9, DIESEL ,Tarde,Norte,56.1,5.44,87.0,154,0,28.78,743464,FW-3448D,0
EQP-37548,,Eletrico,Tarde,Oeste,95.6,5.77,116.7,206,1,-23.24,380921,FW-D443D,1
EQP-37549,779.7,Diesel,Tarde,Sul,76.9,3.96,66.0,332,2,-12.33,596885,FW-64008,1
EQP-37550,14187.5,Hibrido,Tarde,Norte,61.1,5.43,91.1,157,1,-3.48,137126,FW-392BC,1
EQP-37551,5267.1,Eletrico,Tarde,Norte,86.2,9.81,90.9,98,0,-73.44,388839,FW-5B242,1
EQP-37552,13786.7,Diesel,Manha,Norte,69.4,1.14,91.1,250,1,28.91,204474,FW-1B1A9,1
EQP-37553,2883.1, DIESEL ,Manha,Oeste,58.7,3.59,114.0,129,0,11.32,832947,FW-7A68D,0
EQP-37554,6522.9, DIESEL ,Manha,Oeste,100.8,8.3,74.8,249,1,19.72,324845,FW-6FA5C,1
EQP-37555,5846.8,Diesel,Manha,Norte,46.0,0.68,111.3,162,1,-49.85,474138,FW-CAC3D,0
EQP-37556,7831.6,Eletrico,Manha,Leste,90.0,1.06,94.7,217,1,-15.85,958651,FW-675F8,1
EQP-37557,8711.2,Diesel,Manha,Oeste,71.8,1.88,123.2,241,2,-24.39,967333,FW-AB393,1
EQP-37558,6144.4,Hibrido,Manha,Norte,54.9,5.44,99.6,40,2,-26.48,531919,FW-A2099,1
EQP-37559,14975.0,Diesel,Manha,Oeste,50.4,18.92,117.6,351,0,-26.49,611889,FW-ABA31,1
EQP-37560,2153.4,Eletrico,Noite,Leste,57.5,1.66,93.4,260,0,-2.9,573427,FW-E686E,0
EQP-37561,1932.1, DIESEL ,Tarde,Leste,85.6,1.9,117.4,298,2,-6.53,422046,FW-E939B,1
EQP-37562,12838.1,Hibrido,Tarde,Oeste,83.5,9.63,132.2,284,1,26.18,639311,FW-6F329,1
EQP-37563,11621.1,Eletrico,Tarde,Norte,88.5,2.94,113.0,89,0,24.03,765912,FW-C8E55,1
EQP-37564,11089.9,Hibrido,Noite,Leste,76.0,12.82,105.9,114,1,-11.92,640538,FW-C2273,1
EQP-37565,11288.6,Diesel,Tarde,Leste,40.4,0.94,95.1,166,0,-49.71,423426,FW-4DA32,1
EQP-37566,5441.9,Eletrico,Tarde,Sul,92.4,2.58,70.2,78,1,18.63,760615,FW-49C65,0
EQP-37567,4749.1,Hibrido,Manha,Norte,43.6,7.71,100.8,42,1,-5.92,430586,FW-C5D7C,1
EQP-37568,3626.7,Eletrico,Manha,Norte,92.3,1.01,109.2,20,0,23.64,606427,FW-5EA48,1
EQP-37569,13732.3,Diesel,Noite,Leste,65.9,4.88,108.8,310,2,-36.68,781513,FW-AAC5C,1
EQP-37570,10065.0,Eletrico,Manha,Leste,46.3,1.91,110.5,49,0,-8.19,707227,FW-901ED,0
EQP-37571,9376.6, DIESEL ,Noite,Norte,42.3,5.67,98.1,90,0,62.95,420644,FW-E15E6,0
EQP-37572,3314.0,Diesel,Noite,Sul,91.5,1.94,122.0,313,1,30.12,736387,FW-CACC9,1
EQP-37573,, DIESEL ,Tarde,Norte,70.9,5.6,88.6,100,2,-6.52,695109,FW-75352,1
EQP-37574,9372.2,diesel,Noite,Norte,74.2,2.8,111.1,250,1,44.53,891946,FW-6CA88,0
EQP-37575,,Diesel,Tarde,Sul,84.2,1.2,108.9,336,0,-91.32,684538,FW-739FB,1
EQP-37576,6107.4,Eletrico,Noite,Leste,86.5,9.3,97.6,200,1,0.1,201766,FW-F2F75,1
EQP-37577,4430.2,Eletrico,Manha,Norte,54.0,0.99,85.7,16,0,61.48,590518,FW-A4E5A,0
EQP-37578,11577.9,Eletrico,Tarde,Leste,75.5,1.01,118.2,332,1,-20.08,821123,FW-74AE4,1
EQP-37579,12504.1,Diesel,Manha,Leste,65.6,5.46,69.8,342,0,-55.08,854975,FW-787AC,1
EQP-37580,1163.2,Eletrico,Manha,Norte,51.9,2.4,108.8,296,0,71.73,275245,FW-E0ACE,0
EQP-37581,7376.0,Hibrido,Tarde,Oeste,75.2,4.5,109.4,213,1,6.39,539761,FW-DA199,1
EQP-37582,2202.3,Diesel,Noite,Leste,101.1,6.65,85.8,355,1,23.65,171453,FW-904F8,1
EQP-37583,7467.0,Diesel,Manha,Norte,110.9,1.84,77.0,248,2,55.2,703950,FW-A5A7A,1
EQP-37584,3715.6,diesel,Manha,Norte,84.3,3.9,140.9,291,0,-24.27,248025,FW-75363,0
EQP-37585,11202.8,Hibrido,Noite,Norte,117.2,8.65,103.6,56,0,-74.41,422409,FW-5E5B6,1
EQP-37586,1160.5,Hibrido,Manha,Oeste,78.0,0.65,84.7,109,0,28.13,722439,FW-2FADD,0
EQP-37587,11109.7,Gas_Natural,Tarde,Leste,62.0,4.59,97.3,78,0,-20.4,732032,FW-98F06,1
EQP-37588,6439.4,Eletrico,Tarde,Leste,67.5,1.76,119.4,94,0,23.09,568678,FW-D606B,0
EQP-37589,2925.2,Gas_Natural,Manha,Norte,77.5,3.85,100.1,131,0,2.32,629701,FW-F3FD1,1
EQP-37590,1979.0,Eletrico,Manha,Norte,94.3,3.61,98.2,212,0,-11.32,330710,FW-CB593,1
EQP-37591,6854.0,Eletrico,Noite,Leste,76.0,4.97,125.7,61,0,-12.43,899143,FW-7D1B9,1
EQP-37592,6586.0, DIESEL ,Manha,Leste,22.7,2.34,100.8,329,0,-29.06,954198,FW-A1D5E,1
EQP-37593,12863.8, DIESEL ,Tarde,Leste,91.3,0.77,114.7,46,0,6.62,199155,FW-1A783,1
EQP-37594,8616.5,Gas_Natural,Noite,Leste,71.2,9.99,121.5,227,1,-5.56,508087,FW-670D8,1
EQP-37595,9566.9,Hibrido,Tarde,Norte,80.6,4.96,114.6,224,1,21.41,586402,FW-39769,1
EQP-37596,12267.3,Eletrico,Tarde,Oeste,56.5,3.57,104.8,356,0,64.06,420513,FW-D645D,1
EQP-37597,14887.7,diesel,Noite,Oeste,86.8,1.13,75.1,108,0,-1.52,703396,FW-19AFE,0
EQP-37598,2450.4,diesel,Noite,Norte,80.8,2.99,93.7,355,1,-11.34,982105,FW-4B920,1
EQP-37599,,Diesel,Noite,Oeste,78.7,4.07,108.5,266,0,42.15,148741,FW-E8F06,1
EQP-37600,4075.7,Eletrico,Noite,Sul,88.2,0.63,110.5,253,0,4.63,386606,FW-408E8,1
EQP-37601,3814.4,Hibrido,Tarde,Norte,47.8,4.87,80.3,59,1,3.69,348059,FW-74EFF,0
EQP-37602,1159.7,Diesel,Manha,Oeste,76.6,1.56,112.4,49,0,-38.98,985749,FW-4B7F5,0
EQP-37603,3168.9,Eletrico,Noite,Norte,79.2,16.28,100.3,251,1,7.41,891202,FW-37EB5,1
EQP-37604,11116.2,Diesel,Tarde,Norte,103.9,4.04,99.3,277,0,-16.96,286986,FW-D1843,1
EQP-37605,1920.6,Eletrico,Tarde,Norte,75.1,14.67,86.1,356,1,-11.27,476912,FW-4F688,1
EQP-37606,1066.7, DIESEL ,Manha,Oeste,36.0,7.76,96.0,8,1,-25.15,993935,FW-E2A57,0
EQP-37607,12915.9,Hibrido,Tarde,Norte,73.3,6.56,108.6,114,1,22.6,495590,FW-B9D17,1
EQP-37608,8860.6,Diesel,Manha,Oeste,74.1,4.32,69.5,101,0,-47.05,334419,FW-9C66C,1
EQP-37609,14577.4,Diesel,Manha,Leste,91.6,9.69,120.5,251,0,24.14,981040,FW-982AA,1
EQP-37610,3807.4,Eletrico,Manha,Oeste,102.9,,106.2,224,0,2.86,727976,FW-731DB,1
EQP-37611,6444.5,Diesel,Manha,Oeste,119.7,2.85,96.7,238,1,26.82,569279,FW-ECE90,1
EQP-37612,1757.8,Eletrico,Tarde,Sul,79.3,7.97,99.4,325,1,-18.14,453071,FW-69276,1
EQP-37613,13845.2, DIESEL ,Noite,Sul,48.7,,107.5,337,1,21.68,551373,FW-D0D98,1
EQP-37614,13241.0, DIESEL ,Manha,Norte,90.0,5.39,100.9,106,2,-19.57,679762,FW-6715D,1
EQP-37615,,Eletrico,Tarde,Oeste,74.1,6.78,100.1,49,1,-6.68,663712,FW-EBB48,1
EQP-37616,13836.0,Eletrico,Manha,Sul,74.8,4.46,107.7,158,0,-39.67,966776,FW-7D7F6,1
EQP-37617,8016.7, DIESEL ,Noite,Oeste,100.1,1.2,116.2,169,0,-26.38,106177,FW-EEA18,1
EQP-37618,5410.0,Eletrico,Manha,Norte,48.0,5.37,77.5,33,2,2.22,112992,FW-65448,1
EQP-37619,5787.1,Diesel,Tarde,Sul,77.6,9.86,110.8,162,0,-30.4,235568,FW-F1EC1,1
EQP-37620,5714.7,Eletrico,Manha,Norte,79.1,2.03,86.8,198,2,18.9,553965,FW-C7FD4,1
EQP-37621,,Diesel,Noite,Sul,75.8,1.0,102.4,363,0,-4.76,487924,FW-20640,0
EQP-37622,8623.0,Eletrico,Tarde,Norte,101.9,2.12,113.8,221,0,-47.14,824461,FW-668EB,0
EQP-37623,11694.8,Hibrido,Manha,Oeste,79.1,4.85,94.8,23,0,49.81,867773,FW-7894B,0
EQP-37624,7906.7, DIESEL ,Noite,Sul,85.4,7.85,122.4,8,2,44.79,969667,FW-8AE0C,1
EQP-37625,5142.1,Eletrico,Tarde,Oeste,62.7,5.68,120.1,111,0,-67.0,715397,FW-9B676,0
EQP-37626,11058.5,Diesel,Tarde,Norte,93.1,6.18,95.2,48,3,-21.43,854061,FW-379CC,1
EQP-37627,2141.0,diesel,Manha,Sul,69.1,6.37,79.0,111,1,19.96,653290,FW-38991,1
EQP-37628,2719.4,Diesel,Manha,Sul,44.0,,122.5,169,0,26.91,499669,FW-27874,0
EQP-37629,1390.9,Diesel,Manha,Oeste,52.9,1.81,83.5,107,1,-5.11,417472,FW-2E9F9,1
EQP-37630,999999.0,diesel,Noite,Leste,65.8,2.13,94.0,22,0,1.73,809934,FW-2B21B,0
EQP-37631,11007.5,Diesel,Tarde,Oeste,40.0,0.96,75.8,33,1,-30.47,611750,FW-59531,0
EQP-37632,12456.2,Hibrido,Manha,Sul,85.8,5.5,97.4,141,0,23.67,244970,FW-EBCE0,1
EQP-37633,7977.7,Diesel,Manha,Oeste,73.3,1.26,81.1,95,2,-20.73,803162,FW-5D29B,1
EQP-37634,11964.5,Diesel,Tarde,Sul,108.9,2.27,79.7,266,1,3.11,646099,FW-1CF84,1
EQP-37635,10818.4,Gas_Natural,Manha,Sul,84.7,1.29,106.2,41,0,7.08,791817,FW-9EDF9,1
EQP-37636,1781.7, DIESEL ,Manha,Norte,23.9,16.18,93.5,140,0,18.88,931391,FW-8B0BF,1
EQP-37637,13397.4,Gas_Natural,Manha,Norte,128.4,5.9,116.7,261,1,7.47,564969,FW-70680,1
EQP-37638,8649.8,Diesel,Tarde,Sul,64.4,,97.7,346,0,-39.65,621165,FW-C5D24,1
EQP-37639,7983.0,Eletrico,Noite,Sul,90.9,0.81,83.4,110,1,3.68,568665,FW-DE7F0,1
EQP-37640,379.6,Gas_Natural,Manha,Leste,55.5,0.96,70.7,159,0,-25.2,654737,FW-2544A,0
EQP-37641,11273.0,Eletrico,Tarde,Leste,95.9,7.98,101.2,156,0,20.96,534499,FW-8F6E9,1
EQP-37642,7004.6,Gas_Natural,Manha,Sul,80.8,1.24,101.7,316,1,36.2,689256,FW-9B404,1
EQP-37643,1268.1,Diesel,Manha,Leste,76.1,5.9,115.7,254,1,-6.38,344262,FW-41464,1
EQP-37644,,Eletrico,Manha,Norte,88.4,15.16,100.4,140,2,-25.5,948659,FW-D0C98,1
EQP-37645,6346.2,Eletrico,Noite,Norte,73.4,1.04,96.7,281,1,26.08,973735,FW-21EB1,0
EQP-37646,13160.4,Eletrico,Tarde,Norte,68.7,0.79,126.4,207,3,-39.67,760000,FW-B95BD,1
EQP-37647,6560.1,Eletrico,Noite,Leste,67.0,3.02,87.3,38,1,36.53,634525,FW-3403C,0
EQP-37648,,diesel,Manha,Oeste,113.0,9.71,97.3,65,1,-63.78,204755,FW-40767,1
EQP-37649,14112.7,Diesel,Manha,Norte,91.9,10.11,86.2,212,0,-11.43,597270,FW-73F1D,1
EQP-37650,3225.9,Hibrido,Noite,Oeste,107.8,1.81,76.9,86,0,-37.63,118434,FW-467B1,1
EQP-37651,10968.5,Hibrido,Manha,Sul,77.8,1.53,90.2,23,0,17.66,804501,FW-7980C,1
EQP-37652,3018.1,Diesel,Manha,Leste,71.7,1.9,102.8,279,0,14.18,382656,FW-8523B,1
EQP-37653,12311.1,Diesel,Noite,Sul,91.3,0.9,93.0,203,0,27.91,154040,FW-288F9,1
EQP-37654,7310.7,Eletrico,Tarde,Leste,85.6,29.84,121.0,336,1,-0.75,281482,FW-789BE,1
EQP-37655,911.5,Eletrico,Tarde,Sul,70.1,1.91,70.1,151,0,-38.3,221748,FW-DFB86,0
EQP-37656,14721.2,Eletrico,Tarde,Sul,61.9,9.3,124.2,128,0,16.01,524994,FW-9F2ED,1
EQP-37657,12981.0, DIESEL ,Tarde,Norte,107.8,0.68,101.5,52,0,-46.19,422384,FW-85A43,1
EQP-37658,6342.7,Eletrico,Tarde,Norte,88.5,2.72,91.4,103,0,6.08,795151,FW-63DE4,1
EQP-37659,11420.4,Gas_Natural,Manha,Sul,61.7,7.1,90.2,112,1,-15.46,812278,FW-33DE6,1
EQP-37660,13030.7,Diesel,Noite,Norte,68.3,8.6,124.1,22,2,-44.0,870822,FW-E47E0,1
EQP-37661,,Hibrido,Manha,Oeste,74.5,3.62,107.1,97,0,-15.7,785789,FW-35217,1
EQP-37662,14082.1, DIESEL ,Manha,Sul,94.7,6.19,102.2,52,0,15.89,757995,FW-1C5FE,1
EQP-37663,10534.2,Diesel,Manha,Leste,96.1,1.82,98.9,243,0,27.72,424908,FW-25AE9,1
EQP-37664,2054.1,Gas_Natural,Manha,Norte,99.7,3.12,83.8,216,0,-32.39,101496,FW-31642,1
EQP-37665,602.6, DIESEL ,Tarde,Leste,59.7,6.88,143.8,331,1,21.35,703663,FW-9A17E,1
EQP-37666,11350.2,Gas_Natural,Manha,Sul,54.8,4.29,117.7,357,1,5.03,208933,FW-87AC3,1
EQP-37667,5529.3,Gas_Natural,Tarde,Norte,72.3,0.7,91.0,303,2,-10.86,873737,FW-F2A16,1
EQP-37668,5326.8,Hibrido,Manha,Norte,87.7,3.12,90.7,196,0,50.18,834433,FW-D3BEB,1
EQP-37669,10647.7,Diesel,Noite,Leste,80.0,1.69,94.9,256,0,-19.23,403047,FW-80926,1
EQP-37670,224.5,Diesel,Manha,Sul,91.8,4.77,97.3,213,2,-68.61,681724,FW-5D842,1
EQP-37671,3890.5,Diesel,Tarde,Oeste,54.1,8.47,93.4,314,0,5.13,718903,FW-6F7CB,1
EQP-37672,,Eletrico,Tarde,Leste,77.5,3.3,102.5,293,0,8.93,612421,FW-C041C,1
EQP-37673,10135.8,Diesel,Manha,Norte,94.6,5.77,110.2,50,2,6.01,199909,FW-8BCB8,1
EQP-37674,4796.9,Hibrido,Noite,Sul,82.0,1.69,96.6,352,0,-5.97,572594,FW-A3D3C,1
EQP-37675,2560.4,Eletrico,Manha,Norte,88.8,4.87,95.8,19,0,-25.66,906267,FW-3391B,0
EQP-37676,13551.2,Diesel,Tarde,Norte,59.1,2.88,122.1,256,0,39.58,989932,FW-271FB,1
EQP-37677,8857.4,Gas_Natural,Manha,Leste,78.2,2.55,130.7,145,1,14.3,212048,FW-2FFF5,1
EQP-37678,14603.6,Hibrido,Tarde,Sul,70.0,3.29,109.1,230,2,12.85,158696,FW-220C1,1
EQP-37679,7663.2, DIESEL ,Noite,Leste,82.7,5.57,111.7,144,1,-11.65,582503,FW-CAFE8,1
EQP-37680,14480.4,Hibrido,Tarde,Norte,62.8,2.53,117.4,354,1,-7.79,169166,FW-E4C6B,1
EQP-37681,12469.5,Diesel,Manha,Oeste,50.5,1.32,94.4,94,0,-12.52,915326,FW-74B60,1
EQP-37682,,Eletrico,Noite,Norte,74.4,11.98,73.0,187,0,9.91,614222,FW-840DD,1
EQP-37683,10902.0,diesel,Tarde,Norte,78.1,0.57,82.9,328,0,11.58,295379,FW-C1343,1
EQP-37684,3856.9,Diesel,Tarde,Leste,77.5,6.91,122.7,299,1,52.65,521967,FW-27098,1
EQP-37685,9820.5,Diesel,Manha,Leste,78.6,6.0,88.9,145,0,-12.74,488887,FW-900B0,1
EQP-37686,10307.0, DIESEL ,Tarde,Sul,99.6,6.97,83.9,288,0,11.79,599004,FW-1C08F,1
EQP-37687,,Eletrico,Manha,Sul,83.3,23.51,92.3,351,1,27.1,895552,FW-DC2AB,1
EQP-37688,1155.1, DIESEL ,Manha,Norte,71.4,2.81,121.7,273,1,40.5,630641,FW-4DE57,0
EQP-37689,2567.0, DIESEL ,Manha,Norte,86.0,5.59,101.6,255,0,-13.65,354784,FW-EB39F,1
EQP-37690,7844.8,diesel,Tarde,Norte,87.6,5.49,114.6,280,0,33.29,251309,FW-676A5,1
EQP-37691,3133.3,diesel,Manha,Oeste,86.0,4.85,87.4,182,2,39.34,819321,FW-CFA79,1
EQP-37692,, DIESEL ,Manha,Norte,67.9,1.76,108.6,360,0,-6.94,716791,FW-BB581,1
EQP-37693,11157.5,Eletrico,Tarde,Leste,83.0,0.52,87.3,115,0,3.09,379536,FW-4F076,1
EQP-37694,2709.3,Gas_Natural,Tarde,Norte,62.2,6.72,120.1,316,2,-18.7,736726,FW-6CE87,1
EQP-37695,6823.5,Gas_Natural,Tarde,Sul,72.1,6.11,111.6,105,0,7.03,785979,FW-482EE,1
EQP-37696,6170.8,diesel,Tarde,Norte,88.4,3.88,82.4,261,0,-53.3,910599,FW-44E80,1
EQP-37697,2518.8,Diesel,Tarde,Sul,98.7,4.27,115.9,285,0,43.42,223513,FW-69DBF,1
EQP-37698,3818.4,Diesel,Manha,Norte,52.1,8.79,88.1,181,1,19.37,916103,FW-5C0D8,0
EQP-37699,7468.3,Gas_Natural,Tarde,Sul,76.9,15.87,96.7,213,2,-21.26,237118,FW-CD624,1
EQP-37700,11942.3,Diesel,Noite,Leste,72.1,3.82,128.3,173,1,19.47,656506,FW-B856A,0
EQP-37701,11923.9,Eletrico,Tarde,Norte,67.9,0.73,90.7,80,1,-49.23,846353,FW-798B5,1
EQP-37702,7649.7, DIESEL ,Noite,Sul,106.0,5.47,105.2,116,0,39.1,442841,FW-258E1,1
EQP-37703,8750.3,Hibrido,Tarde,Oeste,68.1,2.89,95.8,249,1,-33.1,869236,FW-8419C,1
EQP-37704,7926.2,Gas_Natural,Noite,Oeste,92.0,9.5,98.1,276,0,37.3,551899,FW-C0D8A,1
EQP-37705,11890.3,Diesel,Manha,Norte,89.9,1.62,86.7,76,1,41.96,909526,FW-9A6D4,1
EQP-37706,10865.6, DIESEL ,Manha,Leste,59.1,3.42,59.2,59,1,14.11,335771,FW-7C6A5,1
EQP-37707,11306.7,Gas_Natural,Manha,Leste,105.1,12.13,91.5,260,1,-5.02,971019,FW-EAB06,1
EQP-37708,11894.4, DIESEL ,Manha,Norte,61.9,9.34,109.6,283,2,39.28,773055,FW-94DEF,1
EQP-37709,12126.2,Diesel,Tarde,Sul,94.8,4.8,116.9,11,1,88.46,525052,FW-EB0DD,1
EQP-37710,8951.7, DIESEL ,Manha,Norte,74.3,2.79,107.5,307,0,34.93,937048,FW-ECC14,1
EQP-37711,4212.7,Gas_Natural,Noite,Norte,84.9,3.35,98.4,263,2,0.94,896653,FW-9B4D2,1
EQP-37712,5726.2,Diesel,Noite,Sul,63.3,14.65,120.5,331,1,56.69,762929,FW-1E540,1
